orth,pron_no_tones
កំសាក,kɑmsaak
ទាង,tieŋ
អង្សា,ʔɑŋsaa
កក់,kɑk
បន្សល់,bɑnsɑl
ភ្ជិត,pcɨt
អនិច្ចា,ʔaʔnɨccaa
ប្រដំ,prɑdɑm
គ្រាង,krieŋ
សិក្ខា,sekkʰaa
តើយ,taəy
វិកល,viʔkaʔlaʔ
ខ្លូត,kloot
អម្បាល,ʔɑmbaal
រតោង,rɔtaoŋ
គំហុក,kumhok
ឥរិយា,ʔeʔreʔyaa
គូលែន,kuulɛɛn
ទេពី,teepii
អរូប,ʔaʔruup
ស្រអែម,srɑʔaem
រីករាយ,riik-riey
ស្លៀក,sliǝk
គំនូស,kumnuuh
ស្ករ,skɑɑ
នាទ,niet
ចន្ទ្រ,can
ប្រកាប់,prɑkap
កី,kəy
ក្តី,kdəy
ការណ៍,kaa
សន្ទស្សន៍,sɑntɔǝh
ស្រមោច,srɑmaoc
ប្រីជា,prəycie
ត្រណម,trɑnɑɑm
ធ្នង់,tnʊəŋ
លៀប,liǝp
កសិដ្ឋាន,kaʔsettʰaan
សញ្ញី,saɲɲii
អម,ʔɑɑm
យុត្តិការ,yutteʔkaa
យី,yii
វ៉ាល់,val
ទំពួន,tumpuən
សន្ត,sɑntaʔ
កណ្ដាប់,kɑndap
លះលែង,leah lɛɛŋ
បរិវេណ,bɑɑreʔveen
ដូច,dooc
ជាក់,ceak
បុគ្គល,bokkʊəl
ក្រោះ,krɑh
សម្លក់,sɑmlɑk
អាស្រូវ,ʔaasrəv
រហើយ,rɔhaəy
ទាន,tien
អសារ,ʔaʔsaa
រឹងប៉ឹង,rɨŋ-pəŋ
ប្រចាំ,prɑcam
ជ្រៀត,criət
ក្រញោន,krɑɲaon
បូម,boom
ឱវាទ,ʔaovaat
សោត,saot
ឃាត់,kʰoat
ធីតា,tʰiidaa
នាគា,niekie
អារ្យធម៌,ʔaaryeaʔtʰoa
ក្រយា,krɑyaa
អស្ចារ្យ,ʔɑhcaa
ឆ្វែល,cvael
ពិព័ណ៌នា,piʔpoanie
គិលានដ្ឋាន,kiʔlienaʔtʰaan
សមតា,saʔmaʔtaa
វេទនា,veeteaʔnie
សែង,saeŋ
ឃ្មឹក,kmɨk
រោយ,rooy
ជួល,cuəl
កញ្ជ្រៀវ,kɑɲcri=jv
ព្យាយាម,pyieyiem
អនុមាន,ʔaʔnuʔmaan
ចូឡាមណី,coolaameaʔnii
ខណ្ឌ,kʰan
អសាធារណៈ,ʔaʔsaatʰiereaʔnaʔ
រុយ,ruy
ហង្ស,haŋ
ធម្មាធិការ,tʰoammietʰiʔkaa
ផ្លេក,pleɛk
គ្រាំគ្រា,kroam krie
កាប,kaap
ទិដ្ឋិ,tittʰeʔ
រយ៉ៃ,rɔyay
ជ្រិះ,crih
ក្រេវ,kreɛv
ក្អែក,kʔaek
ទុន,tun
ជត,cɔɔt
បំពត់,bɑmpʊət
ប្រវាស់,prɑvah
បណ្ដៅ,bɑndav
ខ្ពស់,kpʊəh
ច្រាច់,crac
កំប៉េះ,kɑmpeh
ស្ត្រី,strǝy
ទំនិញ,tumnɨɲ
អធិបតេយ្យភាព,ʔaʔtʰippaʔtaypʰiep
ម្នាល,mniel
ឯកសិទ្ធិ,ʔaekaʔset
សំពីង,sampiiŋ
ជំនន់,cumnʊən
ត្រុយ,troy
ចាំ,cam
ផូស,pʰooh
ព្រះមហាក្សត្រ,preah mɔhaaksat
ប្រយ័ត្ន,prɑyat
សោះ,sɑh
កុត,kot
រហេតរហូត,rɔheɛt-rɔhoot
រូត,ruut
ដែន,daen
ឆ្គង,ckɔɔŋ
បំពង់ក,bɑmpʊəŋ kɑɑ
ហៅ,hav
និន្ទា,nintie
ទ្វារ,tvie
ប៉ែន,paen
ប្រមង់,prɑmɑŋ
បំផ្លាញ,bɑmplaaɲ
ស៊យ,sɔɔy
បូរណភាព,booraʔnaʔpʰiep
គាល់,koal
ជ្រែង,crɛɛŋ
តុលាការ,toʔlaakaa
ផ្សព្វផ្សាយ,psɑp-psaay
សម្លូត,sɑmloot
ក្ដាត់,kdat
ខ្មែរ,kmae
បន្ទាប់បន្សំ,bɑntoap-bɑnsɑm
សូក,sook
ផ្គង់,pkʊəŋ
កញ្ចុះ,kɑɲcoh
ខ្លឺត,kləə
ឦសាន,ʔəysaan
ឃ្មាតខ្មី,kmiet-kməy
ក្រាស,kraah
ទន់,tʊən
អំពល់,ʔɑmpɔǝl
ក្រមុំ,krɑmum
ប្រមាញ់,prɑmaɲ
និស្សិត,nihsət
ព្រហ្ម,prum
ប្រសព្វ,prɑsɑp
វិភត្តិ,viʔpʰoat
ពិន័យ,piʔney
មជ្ឈដ្ឋាន,maccʰeaʔtʰaan
រួសរាយ,ruəh-riey
ពេស្យាចារ,peehsyaacaa
ដំណោះ,dɑmnɑh
ឆ្លាស,claah
ឆ្អេះ,cʔeh
សាទរ,saatɔɔ
ស្ទៀង,stiǝŋ
ប្រធាន,prɑtʰien
ប្រដែប្រដៅ,prɑdae-prɑdav
ក្រែង,kraeŋ
ងាំង,ŋeaŋ
លតា,leaʔdaa
ច្រហ,crɑhɑɑ
រលូត,rɔluut
អនុសំវច្ឆរ,ʔaʔnuʔsaŋvaccʰaʔraʔ
អញ្ញត្រ,ʔaɲɲat
ទេពា,teepie
ទូទ័រ,tuu toa
កាមកិលេស,kaamkeʔleɛh
ខ្សាវ,ksaav
ភូត,pʰuut
បំណែក,bɑmnaek
ទូង,tuuŋ
គប្បី,koapbəy
សមាន,saʔmaan
នូវ,nəv
តិកៈ,teʔkaʔ
សង្វារ,sɑŋvaa
កម្មសិក្សាការី,kammeaʔsəksaakaarəy
មុខ,muk
ស្មេរ,smeɛ
ទង់,tʊəŋ
ឆ្វង់,cvɑŋ
អរជុន,ʔɑɑcun
ប្រការ,prɑkaa
ទីវ,tiiv
អ្នក,neak
ជ្រួយ,cruəy
សន្លឹក,sɑnlək
បង្ហូត,bɑŋhoot
ប្រព្រឹត្ត,prɑprɨt
ទុល,tul
ជាម,ciem
ទេត្យ,tɛɛt
ឆ្លើយ,claəy
ស្រស់,srɑh
ព្រហ្មចារី,prumcaarəy
តម្រង,tɑmrɑɑŋ
រខក,rɔkʰɑɑk
នាល,niel
អធ្រាត្រ,ʔattʰriet
លាំ,loam
សម្ដេច,sɑmdac
ពុទ្រា,puttrie
ស្រាំ,sram
មគ្គ,meak
អាឡោះអាល័យ,ʔaalɑh-ʔaalay
ជួង,cuəŋ
ជាតិ,ciet
ថៅកែ,tʰav kae
ហិចហើរ,hǝc-haǝ
ចំប៉ា,cɑmpaa
សុខុម,soʔkʰom
មាគ៌ា,miekie
បន្តិច,bɑntəc
ដាវ,daav
សំបែង,sɑmbaeŋ
ហាវ,haav
ហាហា,haa-haa
វេទី,veetii
ព្រៀងលាន,priəŋ lien
ចចើង,cɑcaəŋ
មន,mɔɔn
ថ្នល់,tnɑl
នឿក,nɨək
បុព្វការី,boppeaʔkaarəy
ពៀរ,piə
ត្រដិត,trɑdət
ពនេចរ,peaʔneecɑɑ
ជជើល,cɔcəəl
ឆ្នើម,cnaəm
ម្នាស់,mnoah
ល្ខោន,lkʰaon
លំអ,lumʔɑɑ
រំលត់,rumlʊət
អ្ងែង,ʔŋaeŋ
យមក,yeaʔmeaʔkaʔ
ថាមវន្ត,tʰaamaʔvoan
ពុទ្ធោវាទ,puttʰoovaat
ប៉ែ,pae
អួន,ʔuən
កាំជ្រួច,kamcruəc
ឃ្នើស,knəəh
សម្រុះ,sɑmroh
ធ្លាយ,tliey
ថ្មារ,tmaa
ប្រជុំ,prɑcum
ព្រៅ,prɨv
ធ្នើរ,tnəə
សូ,soo
ផ្ដន្ទា,pdɑn tie
គង,kɔɔŋ
អនុសាសន៍,ʔaʔnuʔsaah
សន្ទិះ,sɑntih
ថ្លឹង,tləŋ
ចំប៉ី,cɑmpəy
ព្រាន,prien
ប្លោត,plaot
អគ្គបុគ្គល,ʔakkeaʔbokkɔǝl
គែម,kɛɛm
បូកគោ,bookkoo
កណ្ដោល,kɑndaol
កប្ប,kap
ចរ,cɑɑ
របេង,rɔbeɛŋ
ព្រូស,pruuh
មង្ឃុត,mʊəŋkʰut
ង៉យ,ŋɑɑy
កំហាក,kɑmhaak
អាណា,ʔaanaa
ដីកា,dəykaa
ឡាន់,lan
សារូ,saaruu
រជយ,rɔcɔɔy
ផល្គុន,pʰɑlkun
ធម្មបទដ្ឋកថា,tʰoammeaʔpaʔtoattʰaʔkaʔtʰaa
តួឯក,tuəʔaek
ឡូឡា,loo-laa
ប្រដាប់,prɑdap
អាប៉ោង,ʔaapaoŋ
ស្បើយ,sbaǝy
ឈឺចាប់,cʰɨɨ cap
សុក្រឹត,soʔkrǝt
លោកិយ,lookeʔyaʔ
ចេញ,cəɲ
លន្លង់,lʊənlʊəŋ
ពីរោះ,piirʊəh
បាណាតិបាត,paanaateʔbaat
ជំនួស,cumnuəh
ដិត,dət
ទន្ទឹម,tʊətɨm
បណ្ដូល,bɑndool
ថ្ពក់,tpʊək
អន្ត,ʔɑntaʔ
ថមថយ,tʰɑɑm-tʰɑɑy
ពុទ្ធ,put
អគ្គិ,ʔakkiʔ
បរិត្ត,paʔrət
កិត្តិសព្ទ,ketteʔsap
ប្រាង្គ,praaŋ
ថ្លើម,tlaəm
មហន្តរាយ,meaʔhɑntaʔraay
សាហាវ,saahaav
បុត្ត,bot
ពឹង,pɨŋ
កាន់កាប់,kan kap
ញ៉ាម,ɲaam
ឫទ្ធា,rɨttʰie
ផ្លៀង,pliəŋ
ជញ្ជាប់,cʊəɲcoap
សញ្ញាណ,saɲɲaan
បច្ចន្តគ្រាម,paccantaʔkriem
ប្រសា,prɑsaa
លំអាន,lumʔaan
អរហត្ត,ʔaʔraʔhat
ហោប៉ៅ,hao pav
បោយ,baoy
អាជីវ,ʔaaciiveaʔ
រីង,riiŋ
ប្រសប់,prɑsɑp
គុណានុភាព,kunaanuʔpʰiep
ទោស,tooh
វិវឌ្ឍនៈ,viʔvoattʰeaʔneaʔ
ថ្លែន,tlaen
ច្នោះ,cnɑh
ស្នំ,snɑm
តុលា,toʔlaa
នា,nie
ឃោរ,kʰoo
ដំបូល,dɑmbool
អបាយ,ʔaʔbaay
ភ្លឹបភ្លែត,plɨp-plɛɛt
ម៉ោង,maoŋ
ប្រញិបប្រញាប់,prɑɲəp-prɑɲap
បំពាន,bɑmpien
ត្រសក់,trɑsɑk
លៀង,liǝŋ
ខ្វល់ខ្វាយ,kvɑl-kvaay
ឧបមេយ្យ,ʔuʔpaʔmay
គេ,kee
មហាតលិក,meaʔhaatlik
ទូរសព្ទ,tuureaʔsap
ទំពុន,tumpun
ទូរ,tuu
អង្គេស,ʔɑŋkleeh
សណ្ដូក,sɑndook
រប៉ិលរប៉ូច,rɔpəl-rɔpooc
កំប៉ុក,kɑmpok
សម,sɑɑm
ចុតហ្មាយ,cot maay
ភោជនីយដ្ឋាន,pʰooceaʔniiyeaʔtʰaan
នៃ,ney
ឧទុម្ពរ,ʔuʔtumpɔɔ
ប៉ុណ្ណេះ,ponneh
យះ,yeah
មៅ,mɨv
យាយី,yieyii
ព្រួល,pruəl
គ្រឿន,krɨən
ឆ្ដោ,cdao
ស្បោង,sbaoŋ
លា,lie
អាល់ហ្សេរី,ʔaleerri
គ្រាំ,kroam
វិលមុខ,vɨl muk
ស្រាពណ៍,sraap
បញ្ជិះ,bɑɲcih
ទេសាភិបាល,teesaapʰiʔbaal
តុល,dol
នគរបាល,nɔkɔɔbaal
អាវាសែ,ʔaavaasae
ឋិត,tʰət
ប្រួត,pruət
បន្ទាយមាស,bɑntiey mieh
ត្រដឹម,trɑdəm
គមនាគមន៍,kumməniekum
ឆ្ពុង,cpuŋ
វាទី,vietii
អនាចារ,ʔaʔnaacaa
ហាក់,hak
ស្ដូក,sdook
ផ្ទួន,ptuən
ទំនួល,tumnuəl
ឃ្មុំ,kmum
សូន្យ,soon
ញក់ញី,ɲʊək-ɲii
គ្រង,krɔɔŋ
ធម្មយុត្ត,tʰoammeaʔyut
វិសោធន,viʔsaotʰeaʔneaʔ
បូណ៌,boo
មបាត,mɔbaat
បូញ,booɲ
ឃ្លាំង,kleaŋ
មែន,mɛɛn
ណែវ,naev
ល្បប់,lbɑp
សាល,saal
រដ្ឋបុរស,roattʰaʔboʔrɑh
ត្រស់,trɑh
បិទបាំង,bət baŋ
តុរង្គ,toʔrɑŋ
ប្រតិកម្ម,prɑteʔkam
ដំអក់,dɑmʔɑk
លោម,loom
បឋម,paʔtʰaʔmaʔ
ចំណាក់,cɑmnak
ហោ,hao
ជតា,ceaʔtaa
ទទះ,tɔteah
ហួងហែង,huǝŋ-haeŋ
ទយ,tɔɔy
បញ្ជោរ,bɑɲcoo
សម្បជញ្ញៈ,sampaʔcʊəɲɲeaʔ
ចេស្ដា,ceɛhsdaa
បោច,baoc
ស្គុស,skuh
ចាមរី,caameaʔrii
គជ,keaʔceaʔ
មាណព,mienup
ឈ្មោះ,cmʊəh
ហួស,huǝh
វិល,vɨl
គូស,kuuh
ក្លោង,klaoŋ
បញ្ហា,paɲhaa
តះ,tah
សព្ទ,sap
សេក,seɛk
បន្សាំ,bɑnsam
ក្រាន,kraan
ចចាមអារាម,cɑcaam-ʔaaraam
ខុយ,kʰoy
នាង,nieŋ
ឃាត,kʰiet
ហែក,haek
ភូឈួយ,pʰuu cʰuəy
ស្រងោច,srɑŋaoc
ញាត់,ɲoat
ខ្ទះ,kteah
រដោះ,rɔdɑh
ក្រោក,kraok
ពង្ស,pʊəŋ
ជ្រាវ,criev
តឹងរឹង,təŋ-rəŋ
ពៀប,piəp
ស្លុត,slot
កថិន,kaʔtʰen
សក្ការ,sakkaaraʔ
គណៈប្រតិភូ,keaʔnaʔprɑteʔpʰuu
បិច,bəc
រវិច,rɔvɨc
ខន្ធ,kʰan
ថ្កើង,tkaəŋ
រៀបរយ,riəp-rɔɔy
មេខលា,meekʰaʔlaa
ផែត,pʰaet
វិញ្ញាបនប័ត្រ,vɨɲɲiebannaʔbat
ជននី,ceaʔneaʔnii
សេដ្ឋី,seɛttʰǝy
ផ្ទប់,ptup
ថិរៈ,tʰeɛreaʔ
ជជ្រក,cɔcrɔɔk
ស្គា,skie
ប៉ែង,paeŋ
សង្វែង,sɑŋvaeŋ
ឆ្ងាញ់,cŋaɲ
ត្រឡោក,trɑlaok
អាក់,ʔak
ស្តម្ភ,sdɑm
បាយអ,baay ʔɑɑ
ខើច,kʰaəc
សើ,saǝ
ជប់,cup
អំពើកម្ម,ʔampǝǝ kam
បាឋកថា,paatʰaʔkaʔtʰaa
ហួច,huǝc
ឆ្នាល់,cnal
ផ្តេក,pdeɛk
ពន្យារ,pʊənyie
ស្នឹង,snǝŋ
អញ,ʔaɲ
ប្រជាសាស្ត្រ,prɑciesaah
ជ្រងំ,crɔŋum
វន្ទា,voantie
កំលុង,kɑmloŋ
រដ្ឋមន្ត្រី,roattʰaʔmʊəntrəy
រាយការណ៍,riey kaa
ពាប់,poap
សម្បារ,sɑmbaa
ល្វែង,lvɛɛŋ
រអើម,rɔʔaəm
បង្ហា,bɑŋhaa
ពន្ធនាការ,poantʰeaʔniekaa
ប្រោក,praok
ជ្រែ,crɛɛ
ពីព្រោះ,pii prʊəh
ឈម,cʰɔɔm
ក្បាយ,kbaay
យ័ន្ត,yoan
បន្ទាប់,bɑntoap
កំហុស,kɑmhoh
រា,rie
ដោរ,dao
ជី,cii
ខ្មាន់,kman
ខ្ទេច,ktɨc
ក្ង,kŋɑɑ
ដំបូន្មាន,dɑmboon mien
ប្អូន,pʔoon
រលាត់,rɔloat
កុម្ភៈ,kompʰeak
សាវម៉ាវ,saav maav
សំដិល,sɑmdəl
គំរាំង,kumreaŋ
ព្រើត,prəət
រំលាយ,rumliey
គោមួយ,koo muəy
ឆ្វេង,cveɛŋ
ព្រែក,prɛɛk
ពុំនោះ,pum nuh
ល្អក់,lʔak
អនុមោទនា,ʔaʔnuʔmooteaʔnie
អនិច្ចំ,ʔaʔnɨccaŋ
ពន់,pʊən
ឯករាជ្យ,ʔaekaʔriec
ជីវជាតិ,ciiveaʔciet
ក្រឡង់,krɑlɑŋ
សកម្មភាព,saʔkammeaʔpʰiep
ហោម,haom
លាត,liet
មធុរស,meaʔtʰuʔrʊəh
ស្ពាយ,spiey
តំណឹង,tɑmnəŋ
សាកសួរ,saak suə
ចំរាស,cɑmraah
ខ្លា,klaa
កណ្ដៀវ,kɑndiəv
នាច,niec
ឆី,cʰəy
ផា,pʰaa
រំលំ,rumlum
ដារ,daa
ញ៉ែ,ɲae
រងាន់,rɔŋoan
ទទ្រើក,tɔtrəək
លោភ,loop
តប់ប្រមល់,tɑp prɑmɑl
សន្និវាស,sɑnniʔvieh
បញ្ញាភា,paɲɲaapʰie
ហិរញ្ញ,heʔraɲ
រង្វាល់,rʊəŋvoal
អាស្ថាន,ʔaastʰaan
យុទ្ធភូមិ,yuttʰeaʔpʰuum
ភ្លឹង,plɨŋ
ស្រពិល,srɑpɨl
ឧទ្ធម្ភាគចក្រ,ʔuttʰoampʰiekeaʔcak
ត្រុំ,trom
ម៉ាំ,mam
វ៉ាង,vaaŋ
ព្រួត,pruət
បង្អួច,bɑŋʔuəc
អត្តពលិក,ʔattaʔpɔǝllik
បរិវត្តន៍,bɑɑreʔvoat
ហត្ថកម្ម,hattʰaʔkam
រជោ,rɔcoo
ស្រូវ,srǝv
មោះមុត,mʊəh mut
សសរ,sɑsɑɑ
រដ្ឋធានី,roattʰaʔtʰienii
សាគរ,saakɔɔ
តេន,teɛn
រដ្ឋសភា,roattʰaʔsaʔpʰie
អូរ,ʔoo
វ៉ូ,voo
តិច,təc
ភៀស,pʰiəh
រ៉ាំ,ram
ត្រណោត,trɑnaot
ប៉ផាប់,pɑpʰap
ជម្ពូ,cumpuu
ចុង,coŋ
ភ្នែក,pnɛɛk
ជើងការ,cəəŋ kaa
ខ្នង,knɑɑŋ
យន្តការី,yʊəntaʔkaarəy
មេ,mee
ត្រចៀក,trɑciək
បំពង់,bɑmpʊəŋ
សះ,sah
ហ្មត់,mat
មង្គល,meaŋkʊəl
ក្អាកក្អាយ,kʔaak kʔaay
រៀន,riən
អូដ្ឋ,ʔoot
គុហា,kuʔhie
ត្រីកោណ,trəy kaon
សន្ធិ,sɑntʰiʔ
ពាណិជ,pienɨc
ទានបារមី,tieneaʔbaaraʔməy
អួត,ʔuət
វង្វេង,vʊəŋveeŋ
ចំណាន,cɑmnaan
រពាយ,rɔpiey
ភូមា,pʰuumie
ស្ដើង,sdaǝŋ
អគ្គទេសាភិបាល,ʔakkeaʔteesaapʰiʔbaal
គ្នា,knie
កំព្រា,kɑmprie
ឃ្លាត,kliet
ទ្រឹស្ដី,trɨhsdəy
រោស,roosaʔ
មច្ចុ,maccoʔ
ត្រី,trəy
ត្រឡុង,trɑloŋ
វិទ្យាសាស្ត្រ,vittyiesaah
វេះ,veh
មិន,mɨn
រាជិនី,rieciʔnii
ស្រប់,srɑp
ទើត,təət
ក្រអាញ,krɑʔaaɲ
ម្ភៃ,mpʰey
បុក,bok
ស្រមេះ,srɑmeh
វែង,vɛɛŋ
បក្ខសម្ព័ន្ធ,paksɑmpoan
បាយ,baay
ស្ងាវ,sŋaav
មសូរ,meaʔsoo
ស្ដា,staa
កូន,koon
ចំណុក,cɑmnok
ចាក់ក្រឡេក,cak krɑleɛk
បង្ហាប់,bɑŋhap
ឫក្សពារ,rɨkpie
ខឿន,kʰiən
បាច់,bac
ចន្ទ្រា,cantrie
លំអិត,lumʔǝt
ភូបាល,pʰuubaal
អំណរ,ʔɑmnɑɑ
អាស,ʔaah
ស្រាយ,sraay
ផលការ,pʰaʔlaʔkaa
ជួន,cuən
ប៉ប្រិម,pɑprəm
ដំណេក,dɑmneɛk
ទុក,tuk
ប៉ោត,paot
ជ្រែក,crɛɛk
អាចម៍គោ,ʔac koo
ម៉ាច់,mac
វយ,veaʔyea
សំឡ,sɑmlɑɑ
មហានគរ,meaʔhaanɔkɔɔ
ស្រឡាញ់,srɑlaɲ
ខ្លះ,klah
សណ្ដាយ,sɑndaay
ពោធិ៍,poo
ស្កឹមស្កៃ,skǝm-skay
ឈឺឆ្អាល,cʰɨɨ cʔaal
កន្លៀត,kɑnliət
បឺត,bəət
ប្រមែប្រមូល,prɑmae-prɑmool
ច្បាម,cbaam
គំលង់,kumlʊəŋ
ប៉ុណ្ណឹង,ponnəŋ
យថាកម្ម,yeaʔtʰaakam
ផ្ទេរ,ptee
ស្រងាំ,srɑŋam
ច្រោង,craoŋ
បង្កៃ,bɑŋkay
សាហ័ស,saahah
គិលាន,kiʔlien
អង្គុយ,ʔɑŋkuy
ផោម,pʰaom
រទូ,rɔtuu
កាលសម័យ,kaaleaʔsaʔmay
និរទុក្ខ,niʔreaʔtuk
ក្រអឺត,krɑʔəət
ពលិការ,peaʔliʔkaa
កន្ថោរ,kɑntʰao
ញ៉ែង,ɲaeŋ
ឆាង,cʰaaŋ
ស្លឹក,slǝk
ប្រេសិត,preɛsət
អាប,ʔaap
បាក់ស្បាត,bak sbaat
នគរោបនីយកម្ម,nɔkɔɔroopaʔniiyeaʔkam
រកា,rɔkaa
ឈង,cʰɔɔŋ
លង្វែក,lʊəŋvɛɛk
អមនុស្ស,ʔaʔmeaʔnuh
ធ្យូង,tyuuŋ
អន្តជាតិ,ʔɑntaʔciet
ពាលី,pielii
រោយរាយ,rooy-riey
ឆែកឆេរ,cʰaek-cʰeɛ
វេហា,veehie
យូរ,yuu
ឆាត,cʰaat
ព្រឹត្តិការ,prɨtteʔkaa
វក,vɔɔk
ត្រពាំង,trɑpeaŋ
ដណ្ដើម,dɑndaəm
ណិល,nəl
ដន្ត្រី,dɑntrəy
សព្វ,sɑp
រុក្ខា,rukkʰaa
អតិ,ʔaʔteʔ
រមូល,rɔmuul
ចាន,caan
ប្រមាណ,prɑmaan
ហុច,hoc
ស្រួលបួល,sruǝl-buǝl
បាន,baan
ព្រាក,priek
ចេត្រ,caet
អានិសង្ស,ʔaaniʔsɑŋ
ចំរុះ,cɑmroh
បញ្ញត្តិ,baɲɲat
ពណ៌,poa
បង្អាប់,bɑŋʔap
នៅ,nɨv
កណ្ដាល,kɑndaal
សង្ឃ,sɑŋ
កាំ,kam
បាតុកម្ម,paatoʔkam
ពុធជន,puʔtʰeaʔcʊən
អន្ធការ,ʔɑntʰeaʔkaa
សាកល,saakɑl
ជ្រួតជ្រាប,cruət criep
ស្វាយ,svaay
អាបាន,ʔaapaanaʔ
ទង្គិច,tʊəŋkɨc
កាក់,kak
អប់,ʔɑp
យន់,yʊən
បែបបទ,baep bɑt
អួល,ʔuəl
រលែក,rɔlɛɛk
សំណុំ,sɑmnom
សំណេះសំណាល,sɑmneh-sɑmnaal
សុវិចិត្រ,soʔviʔcət
របង,rɔbɑɑŋ
កន្លង់,kɑnlɑŋ
ផ្សោត,psaot
ក្រមាល់,krɑmal
សង្គម,sɑŋkum
ក្រៃ,kray
ស្នាប់,snap
រយីករយាក,rɔyiik-rɔyiek
កិលេស,keʔleɛh
វិទ្យុទូរទស្សន៍,vittyuʔtuureaʔtʊəh
សារពើពន្ធ,saaraʔpǝǝpɔǝn
ពែង,pɛɛŋ
ពានរ,pienɔɔ
ស្រិច ៗ,srǝc-srǝc
សម្លាក,sɑmlaak
ឡៅ,lav
ម្ដេច,mdəc
គក,kɔɔk
ស្រុង,sroŋ
ភ្លក់,plʊək
រ៉ាប់,rap
លលក,lɔlɔɔk
មីកា,miikaa
ស្លេក,sleɛk
លាម,liem
ការុញ្ញភាព,kaaroɲɲaʔpʰiep
ក្រៀម,kriəm
រាងរៅ,rieŋ-rɨv
ទទ្រាក់,tɔtreak
ឈ្នានីស,cnie niih
ជ្រោយ,crooy
ត្រដាច,trɑdaac
ល្ហ,lhɑɑ
ទ្រុល,trul
បបោសអង្អែល,bɑbɑhʔɑŋʔael
អន្ធ,ʔɑntʰeaʔ
ដក់,dɑk
បញ្ជា,bɑɲcie
ល្វន់,lvʊən
ដើម្បី,daəmbəy
ផ្ងំ,pŋɑm
តប,tɑɑp
ដង្ខៅ,dɑŋkʰav
ថ្កាប់,tkap
រកាំរកូស,rɔkam-rɔkooh
កន្ទ្រាញ,kɑntrieɲ
ខ្លៅ,klav
ក្រហេង,krɑheɛŋ
កន្ទោង,kɑntooŋ
ឥណ្ឌូស៊ីន,ʔǝnduusiin
មកុដ,meaʔkot
ញញាក់,ɲɔɲeak
គគ្រេង,kɔkreeŋ
ទូទៅ,tuu təv
ក្ដៀប,kdiəp
នាគេន្ទ្រ,niekeen
ជង,cɔɔŋ
បន្ទរ,bɑntɔɔ
ស្រឡឺកឺ,srɑləə kəə
ពេប,peep
ស្លោ,slao
ចន្ទាស,cɑntieh
ច្រកែងទួយ,crɑkaeŋ tuəy
បារាយ,baaraay
ព្នាយ,pniey
ឧបាសក,ʔoʔbaasɑk
ភ្ញីទៀន,pɲii tiən
ខ្ទារ,ktie
អតីតភាព,ʔaʔdeʔtaʔpʰiep
ភីង,pʰiiŋ
ឡើយ,laəy
ដែង,daeŋ
កិន្នរ,kennɑɑ
រឹងត្អឹង,rɨŋ-tʔəŋ
ជម,cɔɔm
បង្ហួរ,bɑŋhuə
ទេពនិករ,teepeaʔniʔkɑɑ
រឡូ,rɔloo
អាពុក,ʔaapuk
ថែ,tʰae
សាធារណៈ,saatʰiereaʔnaʔ
រ៉ាំរ៉ៃ,ram ray
អប្បលក្ខណ៍,ʔappaʔleak
រលីង,rɔliiŋ
លុយ,luy
បំបាក់,bɑmbak
ជ្រលម,crɔlɔɔm
ល្ងីល្ងើ,lŋii-lŋǝǝ
ឈ្នក់,cnʊək
សង្គហៈ,sɑŋkeaʔhaʔ
