orth,pron_no_tones,pron_with_tones
ການຢູ່,kaːnjuː,kaːnjuː˧
ຫຍາບ,ɲaːp,ɲaːp˧˩
ທະບຽນ,tʰabiaːn,tʰa˧biaːn
ລົງວັນທີ,loŋwantʰiː,loŋ˧˥wan˧˥tʰiː˧˥
ກວາງ,kwaːŋ,kwaːŋ
ທິດາ,tʰidaː,tʰi˧daː
ແທນ,tʰɛːn,tʰɛːn˧˥
ລູກປະສົມ,luːkpasom,luːk˥˨pa˧˥som˩˧
ຄວາມໄທ,kʰwaːmtʰaj,kʰwaːm˧˥tʰaj˧˥
ໃດ,daj,daj
ສ່ວນຕົວ,suaːntuaː,suaːn˧tuaː
ໄພ,pʰaj,pʰaj˧˥
ຊັກໄຊ້,saksaj,sak˧saj˥˨
ຫຽນ,hiaːn,hiaːn˩˧
ຕຸ້ນ,tun,tun˥˨
ເຄື່ອງເຈາະ,kʰɯːə̯ŋt͡ɕɔː,kʰɯːə̯ŋ˧t͡ɕɔː˧˥
ກິດຕິ,kitti,kit˧˥ti˧˥
ກຳພ້າ,kampʰaː,kampʰaː˥˨
ການປະຊຸມ,kaːnpasum,kaːnpa˧˥sum˧˥
ເຂດ,kʰeːt,kʰeːt˧˩
ຈູ້ຈີ້,t͡ɕuːt͡ɕiː,t͡ɕuː˥˨t͡ɕiː˥˨
ເອກະ,eːka,eːka˧˥
ຖແລງ,tʰalɛːŋ,tʰa˧˥lɛːŋ˩˧
ອຽນ,iaːn,iaːn
ອັນຍະ,anɲa,anɲa˧
ມູນ,muːn,muːn˧˥
ສາມາດ,saːmaːt,saː˩˧maːt˥˨
ຄານ,kʰaːn,kʰaːn˧˥
ປະໄວ້,pawaj,pa˧˥waj˥˨
ຫມັ້ນ,man,man˧˩
ເດັ່ນ,den,den˧
ອະຣະຫັງ,arahaŋ,a˧˥ra˧haŋ˩˧
ເຂົ້າປ່າ,kʰaopaː,kʰao˧˩paː˧
ຄ້ອມ,kʰɔːm,kʰɔːm˥˨
ປາວານ,paːwaːn,paːwaːn˧˥
ຄຳຫາ,kʰamhaː,kʰam˧˥haː˩˧
ຫລາກ,laːk,laːk˧˩
ຮັກແພງ,hakpʰɛːŋ,hak˧pʰɛːŋ˧˥
ສລັບ,salap,sa˧˥lap˧˥
ທັມມາດ,tʰammaːt,tʰam˧˥maːt˥˨
ນີ້ແລ້ວ,niːlɛːw,niː˥˨lɛːw˥˨
ໂສເພນີ,soːpʰeːniː,soː˩˧pʰeː˧˥niː˧˥
ໄກຕໍ່,kajtɔː,kajtɔː˧
ຢ້າວ,jaːo,jaːo˥˨
ກະຊວງ,kasuaːŋ,ka˧˥suaːŋ˧˥
ຂາວ,kʰaːo,kʰaːo˩˧
ຕຶ້,tɯː,tɯː˥˨
ເກີ້,kə,kə˥˨
ຄຳຊີ້ແຈງ,kʰamsiːt͡ɕɛːŋ,kʰam˧˥siː˥˨t͡ɕɛːŋ
ຄີງ,kʰiːŋ,kʰiːŋ˧˥
ຊິນນະ,sinna,sin˧˥na˧
ນັບຖື,naptʰɯː,nap˧tʰɯː˩˧
ທາງເທິງ,tʰaːŋtʰəŋ,tʰaːŋ˧˥tʰəŋ˧˥
ຢ້ອນ,jɔːn,jɔːn˥˨
ເທວະ,tʰeːwa,tʰeː˧˥wa˧
ຫລາວ,laːo,laːo˩˧
ແຈ້,t͡ɕɛː,t͡ɕɛː˥˨
ການປະມູນ,kaːnpamuːn,kaːnpa˧˥muːn˧˥
ກະ,ka,ka˧˥
ປະນີປະນອມ,paniːpanɔːm,pa˧˥niː˧˥pa˧˥nɔːm˧˥
ບຸສ,buaːŋ,buaːŋ˥˨
ສັຕ,suaːt,suaːt˧˩
ໂຫ້,hoː,hoː˧˩
ກອງບຸນ,kɔːŋbun,kɔːŋbun
ຜູ້ແທນ,pʰuːtʰɛːn,pʰuː˧˩tʰɛːn˧˥
ຍອມ,ɲɔːm,ɲɔːm˧˥
ຍົດ,ɲot,ɲot˧
ເລີກ,ləːk,ləːk˥˨
ລູກນ້ອງ,luːknɔːŋ,luːk˥˨nɔːŋ˥˨
ຈັ່ງບຸນ,t͡ɕaŋbun,t͡ɕaŋ˧bun
ກະຕ່າ,kata,ka˧˥ta˧
ຈຸນ,t͡ɕun,t͡ɕun
ທັ່ງ,tʰaŋ,tʰaŋ˧
ໄຟ,faj,faj˧˥
ໄມ້ສັກ,majsak,maj˥˨sak˧˥
ຄວາມຊຳນານ,kʰwaːmsamnaːn,kʰwaːm˧˥sam˧˥naːn˧˥
ລຸ,lu,lu˧
ບ້າ,baː,baː˥˨
ສຸພະ,supʰa,su˧˥pʰa˧
ຟ້ອງ,fɔːŋ,fɔːŋ˥˨
ຫ້າມ,haːm,haːm˧˩
ໂຄສິດ,kʰoːsit,kʰoː˧˥sit˧˥
ເພົ້າ,pʰao,pʰao˥˨
ຫັກ,hak,hak˧˥
ອອມ,ɔːm,ɔːm
ເຈີດ,t͡ɕəːt,t͡ɕəːt˧˩
ດີ້ນ,diːn,diːn˥˨
ສີນ,siːn,siːn˩˧
ພາລະ,pʰaːla,pʰaː˧˥la˧
ອາຊີບ,aːsiːp,aːsiːp˥˨
ຮີນ,hiːn,hiːn˧˥
ກອງປະຊຸມ,kɔːŋpasum,kɔːŋpa˧˥sum˧˥
ດວນ,duaːn,duaːn
ພ້າວ,pʰaːo,pʰaːo˥˨
ເຝິກ,fɛːk,fɛːk˧˩
ສັກສີ,saksiː,sak˧˥siː˩˧
ຄວາມສີວິໄລ,kʰwaːmsiːwilaj,kʰwaːm˧˥siː˩˧wi˧laj˧˥
ດໍ່,dɔː,dɔː˧
ສະຖາປະນາ,satʰaːpaːnaː,sa˧˥tʰaː˩˧paː˧˥naː˧˥
ຊຸກ,suk,suk˧
ຜູ້ຊ່ຽວຊານ,pʰuːsiaːwsaːn,pʰuː˧˩siaːw˧saːn˧˥
ທັສ,tʰuaːŋ,tʰuaːŋ˥˨
ກໍ່ໄດ້...ກໍ່ຕາມ,kɔːdaj...kaːtaːm,kɔː˧daj˥˨...kaːtaːm
ເຄື່ອງກິນ,kʰɯːə̯ŋkin,kʰɯːə̯ŋ˧kin
ກຸ້ງ,kuŋ,kuŋ˥˨
ກຸລ,kuaːm,kuaːm
ມິຕິ,miti,mi˧ti˧˥
ທິສ,tʰuaːŋ,tʰuaːŋ˥˨
ຖອດຖອນ,tʰɔːttʰɔːn,tʰɔːt˧˩tʰɔːn˩˧
ໂຍ່ງ,ɲoːŋ,ɲoːŋ˧
ດອກ,dɔːk,dɔːk˧˩
ຜົລ,pʰəːm,pʰəːm˧
ໂບກ,boːk,boːk˧˩
ກະບຸງ,kabuŋ,ka˧˥buŋ
ຮົ່ມ,hom,hom˧
ສ່ວນ,suaːn,suaːn˧
ບໍ່ຈື່,bɔːt͡ɕɯː,bɔː˧t͡ɕɯː˧
ໄດ້ແລ້ວ,dajlɛːw,daj˥˨lɛːw˥˨
ເປີດ,pəßːt,pəßːt˧˩
ລັບຫລັງ,laplaŋ,lap˧laŋ˩˧
ຄວາມລັບ,kʰwaːmlap,kʰwaːm˧˥lap˧
ນຸດ,nut,nut˧
ສວັດ,sawat,sa˧˥wat˧˥
ຮ້ອນໃຈ,hɔːnt͡ɕaj,hɔːn˥˨t͡ɕaj
ຍິ່ງ,ɲiŋ,ɲiŋ˧
ຫອງ,hɔːŋ,hɔːŋ˩˧
ໂກດ,koːt,koːt˧˩
ຊະນິດ,sanit,sa˧nit˧
ແກ,kɛː,kɛː
ທາງປີ້ນ,tʰaːŋpiːn,tʰaːŋ˧˥piːn˥˨
ເຂີນ,kʰəːn,kʰəːn˩˧
ສມາດ,samaːt,sa˧˥maːt˧˩
ເຮາະ,hɔ,hɔ˧
ລິ້ວ,liw,liw˥˨
ເດິກ,dək,dək˧˥
ສມານ,samaːn,sa˧˥maːn˩˧
ຜານ,pʰaːn,pʰaːn˩˧
ຫາງຕາ,haːŋtaː,haːŋ˩˧taː
ອົດທົນ,ottʰon,ot˧˥tʰon˧˥
ຂຽນ,kʰiaːn,kʰiaːn˩˧
ພິຈາຣະນາ,pʰit͡ɕaːranaː,pʰi˧t͡ɕaːra˧naː˧˥
ລືບ,lɯːp,lɯːp˥˨
ວັດຊະ,watsa,wat˧sa˧
ຊົລ,sɯːə̯m,sɯːə̯m˧
ອົບເອົ້າ,opao,op˧˥ao˥˨
ທັດ,tʰat,tʰat˧
ອອກແບບ,ɔːkbɛːp,ɔːk˧˩bɛːp˧˩
ສາສນາ,saːtsanaː,saːt˧˩sa˧˥naː˩˧
ງົບ,ŋop,ŋop˧
ເຄີ່ງ,kʰəːŋ,kʰəːŋ˧
ຄູ່ຄວນ,kʰuːkʰuaːn,kʰuː˧kʰuaːn˧˥
ອົງການ,oŋkaːn,oŋkaːn
ຂ່ວງ,kʰuaːŋ,kʰuaːŋ˧
ຕໍ່ມາ,tɔːmaː,tɔː˧maː˧˥
ການຕໍ່ສູ້,kaːntɔːsuː,kaːntɔː˧suː˧˩
ຫາມ,haːm,haːm˩˧
ຕະລຶງ,taliŋ,ta˧˥liŋ˧
ແນມ,nɛːm,nɛːm˧˥
ຊາມາ,saːmaː,saː˧˥maː˧˥
ສງວນ,saŋuaːn,sa˧˥ŋuaːn˩˧
ມີໄວ້,miːwaj,miː˧˥waj˥˨
ບໍ່ເລືອກ,bɔːlɯːə̯k,bɔː˧lɯːə̯k˥˨
ໂສດ,soːt,soːt˧˩
ເຂົາຄຳ,kʰaokʰam,kʰao˩˧kʰam˧˥
ໂກລາຫົນ,koːlaːhon,koːlaː˧˥hon˩˧
ບັງເອີນ,baŋəːn,baŋəːn
ກະວີ,kawiː,ka˧˥wiː˧˥
ພົມແດນ,pʰomdɛːn,pʰom˧˥dɛːn
ຊີ້ແຈງ,siːt͡ɕɛːŋ,siː˥˨t͡ɕɛːŋ
ລໍ້,lɔː,lɔː˥˨
ແກ່,kɛː,kɛː˧
ອາທິດ,aːtʰit,aːtʰit˧
ເຄາະ,kʰɔ,kʰɔ˧
ຈາຣຶກ,t͡ɕaːrɯk,t͡ɕaːrɯk˧
ເປັນໄປ,penpaj,penpaj
ງວດ,ŋuaːt,ŋuaːt˥˨
ຫລົວ,luaː,luaː˩˧
ນຸ່ມ,num,num˧
ກົມກຽວ,komkiaːw,komkiaːw
ເຫີ່,həː,həː˧
ຢອນ,jɔːn,jɔːn
ສະໂນ,sanoː,sa˧˥noː˧˥
ຫາງ,haːŋ,haːŋ˩˧
ໂສທອນ,soːtʰɔːn,soː˩˧tʰɔːn˧˥
ຈີ່,t͡ɕiː,t͡ɕiː˧
ບໍ່ຕ້ອງການ,bɔːtɔːŋkaːn,bɔː˧tɔːŋ˥˨kaːn
ແຟບ,fɛːp,fɛːp˥˨
ປະທີບ,patʰiːp,pa˧˥tʰiːp˥˨
ຈຳ,t͡ɕam,t͡ɕam
ວອກ,wɔːk,wɔːk˥˨
ພະຍາຍາມ,pʰaɲaːɲaːm,pʰa˧ɲaː˧˥ɲaːm˧˥
ດ່ານ,daːn,daːn˧
ຊ່າງ,saːŋ,saːŋ˧
ຝັ້ນ,fan,fan˧˩
ປີບ,piːp,piːp˧˩
ການເຮັດ,kaːnhet,kaːnhet˧
ຝຣັ່ງ,fraŋ,fraŋ˧
ໂອນໍ,oːnɔː,oːnɔː˧˥
ຟັນ,fan,fan˧˥
ພິຊິດ,pʰisit,pʰi˧sit˧
ກະຈະ,kat͡ɕa,ka˧˥t͡ɕa˧˥
ຍ້ອມ,ɲɔːm,ɲɔːm˧˥
ບໍ່ດັ່ງນັ້ນ,bɔːdaŋnan,bɔː˧daŋ˧nan˥˨
ເຂົ້າສານ,kʰaosaːn,kʰao˧˩saːn˩˧
ສນັບ,sanap,sa˧˥nap˧˥
ຫມາກບານ,maːkbaːn,maːk˧˩baːn
ນັ້ນແມ່ນຫຍັງ,nanmɛːnɲaŋ,nan˥˨mɛːn˧ɲaŋ˩˧
ປັນ,pan,pan
ຖືໂອກາດ,tʰɯːoːkaːt,tʰɯː˩˧oːkaːt˧˩
ຕະກຽງ,takiaːŋ,ta˧˥kiaːŋ
ປະເມີນ,pamən,pa˧˥mən˧˥
ເດີກ,dəːk,dəːk˧˩
ໄປ່,paj,paj˧
ດວງດາວ,duaːŋdaːo,duaːŋdaːo
ຢາມ,jaːm,jaːm
ຄຸນ,kʰun,kʰun˧˥
ໂຄສົກ,kʰoːsok,kʰoː˧˥sok˧˥
ຂີດ,kʰiːt,kʰiːt˧˩
ຫວ້າ,waː,waː˧˩
ຄົມມະນາ,kʰommanaː,kʰom˧˥ma˧naː˧˥
ບໍ່ແນ່,bɔːnɛː,bɔː˧nɛː˧
ທາຍົກ,tʰaːɲok,tʰaː˧˥ɲok˧
ເປັນອັນມາກ,penanmaːk,penanmaːk˥˨
ວິຣະ,wira,wi˧ra˧
ແບ່ງ,bɛːŋ,bɛːŋ˧
ມໍຣະດົກ,mɔːradok,mɔː˧˥ra˧dok˧˥
ພະບຸດ,pʰabut,pʰa˧but˧˥
ປູນ,puːn,puːn
ຖາປະນາ,tʰaːpanaː,tʰaː˩˧pa˧˥naː˧˥
ອັງກໍວັດ,aŋkɔːwat,aŋkɔːwat˧
ຊາຫຍັງ,saːɲaŋ,saː˧˥ɲaŋ˩˧
ເຈົ້າການ,t͡ɕaokaːn,t͡ɕao˥˨kaːn
ສະງົບ,saŋop,sa˧˥ŋop˧˥
ກັມພູຊາ,kampʰuːsaː,kampʰuː˧˥saː˧˥
ທຳສົງຄາມ,tʰamsoŋkʰaːm,tʰam˧˥soŋ˩˧kʰaːm˧˥
ອະນຸ,anu,a˧˥nu˧
ແມດ,mɛːt,mɛːt˥˨
ຕາມສ່ວນ,taːmsuaːn,taːmsuaːn˧
ທີ່ລະລຶກ,tʰiːlalɯk,tʰiː˧la˧lɯk˧
ສຸກະ,suka,su˧˥ka˧˥
ເອີ້ນ,əːn,əːn˥˨
ພິຖີພິຖັນ,pʰitʰiːpʰitʰan,pʰi˧tʰiː˩˧pʰi˧tʰan˩˧
ຟຸ່ມ,fum,fum˧
ຂອງທານ,kʰɔːŋtʰaːn,kʰɔːŋ˩˧tʰaːn˧˥
ຫັດສະ,hatsa,hat˧˥sa˧˥
ຄວາມຜາສຸກ,kʰwaːmpʰaːsuk,kʰwaːm˧˥pʰaː˩˧suk˧˥
ໂນ,noː,noː˧˥
ຄະນະ,kʰana,kʰa˧na˧
ຄຳນວນ,kʰamnuaːn,kʰam˧˥nuaːn˧˥
ກຽງຄຳ,kiaːŋkʰam,kiaːŋkʰam˧˥
ເປັນອັນຂາດ,penankʰaːt,penankʰaːt˧˩
ຄວາມຊອບ,kʰwaːmsɔːp,kʰwaːm˧˥sɔːp˥˨
ເບົາ,bao,bao
ກະລຶມ,kalɯm,ka˧˥lɯm˧˥
ຖືຊາ,tʰɯːsaː,tʰɯː˩˧saː˧˥
ຂີນ,kʰiːn,kʰiːn˩˧
ບັກ,bak,bak˧˥
ຖາກຖາງ,tʰaːktʰaːŋ,tʰaːk˧˩tʰaːŋ˩˧
ເອົາໃຫ້,aohaj,aohaj˧˩
ເວດ,weːt,weːt˥˨
ຫລຸດ,lut,lut˧˥
ບໍ່ຫລຸດ,bɔːlut,bɔː˧lut˧˥
ການຂົນ,kaːnkʰon,kaːnkʰon˩˧
ໂຄງ,kʰoːŋ,kʰoːŋ˧˥
ຍຸໂຣບ,ɲuroːp,ɲu˧roːp˥˨
ໃບ,baj,baj
໑,1,1
ໂທນ,tʰoːn,tʰoːn˧˥
ຜູ້ສອນ,pʰuːsɔːn,pʰuː˧˩sɔːn˩˧
ສຣຸບ,sarup,sa˧˥rup˧˥
ຈູ,t͡ɕuː,t͡ɕuː
ມີປະສິດທິພາບ,miːpasittʰipʰaːp,miː˧˥pa˧˥sit˧˥tʰi˧pʰaːp˥˨
ໂຄສະ,kʰoːsa,kʰoː˧˥sa˧˥
ສີຫະ,siːha,siː˩˧ha˧˥
ບຸກເບີກ,bukbəːk,buk˧˥bəːk˧˩
ຄວາມຈຳ,kʰwaːmt͡ɕam,kʰwaːm˧˥t͡ɕam
ດົງດັງ,doŋdaŋ,doŋdaŋ
ເບິ່ງ,bəŋ,bəŋ˧
ສ່າງ,saːŋ,saːŋ˧
ຄວາມໄວ,kʰwaːmwaj,kʰwaːm˧˥waj˧˥
ການຊຸກຍູ້,kaːnsukɲuː,kaːnsuk˧ɲuː˥˨
ພິບັດ,pʰibat,pʰi˧bat˧˥
ບ່າ,baː,baː˧
ການ,kaːn,kaːn
ບໍຣິເວນ,bɔːriweːn,bɔːri˧weːn˧˥
ປະກົດ,pakot,pa˧˥kot˧˥
ກະແຕ,katɛː,ka˧˥tɛː
ແຊດ,seːt,seːt˥˨
ຫນັງສື,naŋsɯː,naŋ˩˧sɯː˩˧
ແຫ່ງ,hɛːŋ,hɛːŋ˧
ຮຸນແຮງ,hunhɛːŋ,hun˧˥hɛːŋ˧˥
ສຳ,sam,sam˩˧
ກະມະ,kama,ka˧˥ma˧
ໄດ້ຍິນ,dajɲin,daj˥˨ɲin˧˥
ວຽງ,wiaːŋ,wiaːŋ˧˥
ກາງຕໍ່,kaːŋtɔː,kaːŋtɔː˧
ຫນາມ,naːm,naːm˩˧
ມໍຣະສຸມ,mɔːrasum,mɔː˧˥ra˧sum˩˧
ຂັນຕໍ່,kʰantɔː,kʰan˩˧tɔː˧
ເອຊິບ,eːsip,eːsip˧
ຄໍ່,kʰɔː,kʰɔː˧
ໂຊດາ,soːdaː,soː˧˥daː
ໂຍ,ɲoː,ɲoː˧˥
໓,3,3
ລັນ,lan,lan˧˥
ອົດ,ot,ot˧˥
ຈຳລອງ,t͡ɕamlɔːŋ,t͡ɕamlɔːŋ˧˥
ບຸບຜາ,buppʰaː,bup˧˥pʰaː˩˧
ການເດີນ,kaːndəːn,kaːndəːn
ເກົ້າ,kao,kao˥˨
ຄົນໄຂ້,kʰonkʰaj,kʰon˧˥kʰaj˧˩
ກະຣຸນາ,karunaː,ka˧˥ru˧naː˧˥
ເຄື່ອງມື,kʰɯːə̯ŋmɯː,kʰɯːə̯ŋ˧mɯː˧˥
ຜະສົມ,pʰasom,pʰa˧˥som˩˧
ບອດ,bɔːt,bɔːt˧˩
ນາງນວນ,naːŋnuaːn,naːŋ˧˥nuaːn˧˥
ແຜນ,pʰɛːn,pʰɛːn˩˧
ວິສາຂະບູຊາ,wisaːkʰabuːsaː,wi˧saː˩˧kʰa˧˥buːsaː˧˥
ອູ້ມ,um,um˥˨
ຊາມ,saːm,saːm˧˥
ອອກດອກອອກຜົນ,ɔːkkɔːkɔːkpʰon,ɔːk˧˩kɔːk˧˩ɔːk˧˩pʰon˩˧
ພັຍ,pʰuaːŋ,pʰuaːŋ˧
ທາງການ,tʰaːŋkaːn,tʰaːŋ˧˥kaːn
ກ້ານບົວ,kaːnbuaː,kaːn˥˨buaː
ໂລປະ,loːpa,loː˧˥pa˧˥
ຊະຣາ,saraː,sa˧raː˧˥
ຈຳພັນສາ,t͡ɕampʰansaː,t͡ɕampʰan˧˥saː˩˧
ມະຫານະຄອນ,mahaːnakʰɔːn,ma˧haː˩˧na˧kʰɔːn˧˥
ຂອມ,kʰɔːm,kʰɔːm˩˧
ທະວິ,tʰawi,tʰa˧wi˧
ສະຖຸນ,satʰun,sa˧˥tʰun˩˧
ຜົນ,pʰon,pʰon˩˧
ອຸບປະຕິເຫດ,uppatiheːt,up˧˥pa˧˥ti˧˥heːt˧˩
ລັດ,lat,lat˧
ຫູ່,huː,huː˧
ອາຫານ,aːhaːn,aːhaːn˩˧
ພາໃຫ້,pʰaːhaj,pʰaː˧˥haj˧˩
ເວັນ,wen,wen˧˥
ສິນລະປະ,sinlapa,sin˩˧la˧pa˧˥
ປະ,pa,pa˧˥
ນອດ,nɔːt,nɔːt˥˨
ຍຸບຍອບ,ɲupɲɔːp,ɲup˧ɲɔːp˥˨
ຂອງກາງ,kʰɔːŋkaːŋ,kʰɔːŋ˩˧kaːŋ
ສາມີ,saːmiː,saː˩˧miː˧˥
ມຸດມອດ,mutmɔːt,mut˧mɔːt˥˨
ແປ້ງ,pɛːŋ,pɛːŋ˥˨
ສີມື,siːmɯː,siː˩˧mɯː˧˥
ບໍ່ຮູ້,bɔːhuː,bɔː˧huː˥˨
ຫົ່ມ,hom,hom˧
ຊີບ,siːp,siːp˥˨
ຮູ້ສຶກ,huːsɯk,huː˥˨sɯk˧˥
ໂກທາ,koːtʰaː,koːtʰaː˧˥
ເບີ,bəː,bəː
ເຫນືອ,nɯːə̯,nɯːə̯˩˧
ຂົນ,kʰon,kʰon˩˧
ການຖືເອົາ,kaːntʰɯːao,kaːntʰɯː˩˧ao
ວົງ,woŋ,woŋ˧˥
ເບັ້ຽ,biaː,biaː˥˨
ຊີ,siː,siː˧˥
ຫັ່ນ,han,han˧
ປາດສະຈາກ,paːtsat͡ɕaːk,paːt˧˩sa˧˥t͡ɕaːk˧˩
ຄວາມຄຸ້ມຄອງ,kʰwaːmkʰumkʰɔːŋ,kʰwaːm˧˥kʰum˥˨kʰɔːŋ˧˥
ລາກສຽງ,laːksiaːŋ,laːk˥˨siaːŋ˩˧
ບາສີ,baːsiː,baːsiː˩˧
ໃຈຄິດ,t͡ɕajkʰit,t͡ɕajkʰit
ສ່ວນໂຄ້ງ,suaːnkʰoːŋ,suaːn˧kʰoːŋ˥˨
ຍຸນ,ɲun,ɲun˧˥
ເຫມ,heːm,heːm˩˧
ກວງ,kuaːŋ,kuaːŋ
ກະຖິນ,katʰin,ka˧˥tʰin˧˥
ຕົວຂອມ,tuaːkʰɔːm,tuaːkʰɔːm˩˧
ສວັນ,sawaːn,sa˧˥waːn˩˧
ກະບວນ,kabuaːn,kabuaːn
ກິ່ນ,kin,kin˧
ຕ້ອງຫ້າມ,tɔːŋhaːm,tɔːŋ˥˨haːm˧˩
ແບບຮຽນ,bɛːphiaːn,bɛːp˧˩hiaːn˧˥
ຣາມາ,raːmaː,raː˧˥maː˧˥
ຈົ່ມ,t͡ɕom,t͡ɕom˧
ເວັ້ນ,wen,wen˥˨
ຜູ້ດູແລ,pʰuːduːlɛː,pʰuː˧˩duːlɛː˧˥
ແຝກ,fɛːk,fɛːk˧˩
ຜ້ຽນ,pʰiaːn,pʰiaːn˧˩
ພຶດສະພາ,pʰɯtsapʰaː,pʰɯt˧sa˧˥pʰaː˧˥
ຍຸ້ງ,ɲuŋ,ɲuŋ˥˨
ຂວາງຫູຂວາງຕາ,kʰwaːŋhuːkʰwaːŋtaː,kʰwaːŋ˩˧huː˩˧kʰwaːŋ˩˧taː
ບົງ,boŋ,boŋ
ຜູ້ສາວ,pʰuːsaːo,pʰuː˧˩saːo˧˩
ປົ້ງ,poŋ,poŋ˥˨
ເວນ,weːn,weːn˧˥
ການປະກັນໄພ,kaːnpakanpʰaj,kaːnpa˧˥kanpʰaj˧˥
ແມ້,mɛː,mɛː˥˨
ເອົາລູກອອກ,aoluːkɔːk,aoluːk˥˨ɔːk˧˩
ລຳລຽງ,lamliaːŋ,lam˧˥liaːŋ˧˥
ອໍ້,ɔː,ɔː˥˨
ໂຕນ,toːn,toːn
ພາສາ,pʰaːsaː,pʰaː˧˥saː˩˧
ແຂວນ,kʰwɛːn,kʰwɛːn˩˧
ໂທບ,tʰoːp,tʰoːp˥˨
ຫນັກ,nak,nak˧˥
ການທ່ອງທ່ຽວ,kaːntʰɔːŋtʰiaːw,kaːntʰɔːŋ˧tʰiaːw˧
ອັດຕະ,atta,at˧˥ta˧˥
ທຽງ,tʰiːaŋ,tʰiːaŋ˧˥
ມີຕໍ່,miːtɔː,miː˧˥tɔː˧
ກັ້ງ,kaŋ,kaŋ˥˨
ຫາຍາກ,haːɲaːk,haː˩˧ɲaːk˥˨
ສຸດຈະຣິດ,sutt͡ɕarit,sut˧˥t͡ɕa˧˥rit˧
ຫົວຊາ,huaːsaː,huaː˩˧saː˧˥
ນານ,naːn,naːn˧˥
ເປັນພັກ,penpʰak,penpʰak˧
ວິນ,win,win˧˥
ປົວ,puaː,puaː
ແບບ,bɛːp,bɛːp˧˩
ກັ່ງ,kaŋ,kaŋ˧
ນ້ຳຫມາກ,nammaːk,nam˥˨maːk˧˩
ຈັບ,t͡ɕap,t͡ɕap˧˥
ຂວກ,kʰuaːk,kʰuaːk˧˩
ແກວ,kɛːw,kɛːw
ຄວາມອົດ,kʰwaːmot,kʰwaːm˧˥ot˧˥
ໂຍງ,ɲoːŋ,ɲoːŋ˧˥
ຂວາງ,kʰwaːŋ,kʰwaːŋ˩˧
ຝັນ,fan,fan˩˧
ດີປີ,diːpiː,diːpiː
ທ່ວງທັນ,tʰuaːŋtʰanː,tʰuaːŋ˧tʰanː˧˥
ໃຫມ,maj,maj˩˧
ແນ້,nɛː,nɛː˥˨
ບໍ່ຫນ້າເຊື່ອ,bɔːnaːsɯːə̯,bɔː˧naː˧˩sɯːə̯˧
ມາກ່ອນ,maːkɔːn,maː˧˥kɔːn˧
ໄລ້,laj,laj˥˨
ຮຸ່ນ,hun,hun˧
ໂພ່ງ,pʰoːŋ,pʰoːŋ˧
ເຫລັ້ມ,lem,lem˧˩
ໂບຮານ,boː,boː
ຫນອງ,nɔːŋ,nɔːŋ˩˧
ງ້ວນ,ŋuaːn,ŋuaːn˥˨
ຜູ້ມີອຳນາດ,pʰuːmiːamnaːt,pʰuː˧˩miː˧˥amnaːt˥˨
ທັງໆທີ່,tʰaŋtʰaŋtʰiː,tʰaŋ˧˥tʰaŋ˧˥tʰiː˧
ຕິດຂັດ,titkʰat,tit˧˥kʰat˧˥
ສັກດິນາ,sakdinaː,sak˧˥di˧˥naː˧˥
ຕາແສງ,taːsɛːŋ,taːsɛːŋ˩˧
ກຸກກວນ,kukkuaːn,kuk˧˥kuaːn
ດຳຣົງ,damroŋ,damroŋ˧˥
ປັ້ນ,pan,pan˥˨
ງາ,ŋaː,ŋaː˧˥
ອາທິ,aːtʰi,aːtʰi˧
ຫາກໍ,haːkɔː,haː˩˧kɔː
ແຊ່ງ,sɛːŋ,sɛːŋ˧
ໂບດ,boːt,boːt˧˩
ທັງນີ້ກໍ່,tʰaŋniːkɔːpʰɔwaː,tʰaŋ˧˥niː˥˨kɔː˧pʰɔ˧waː˧
ປະຫລາດ,palaːt,pa˧˥laːt˧˩
ສະດຸດີ,sadudiː,sa˧˥du˧˥diː
ສະອາດ,saaːt,sa˧˥aːt˧˩
ຮາງ,haːŋ,haːŋ˧˥
ເອີກ,əːk,əːk˧˩
ຄົນຕົວະ,kʰontua,kʰon˧˥tua˧˥
ສເລັ່ຽ,saliaː,sa˧˥liaː˧
ແທ່ນ,tʰɛːn,tʰɛːn˧
ມະຫາສານ,mahaːsaːn,ma˧haː˩˧saːn˩˧
ສົ້ມ,som,som˩˧
ຊອບ,sɔːp,sɔːp˥˨
ຝາແຝດ,faːfɛːt,faː˩˧fɛːt˧˩
ຄວາມເຕີບໂຕ,kʰwaːmtəːptoː,kʰwaːm˧˥təːp˧˩toː
ໂຫລ້,loː,loː˧˩
ມິ່ງ,miŋ,miŋ˧
ອະນຸມັດ,anumat,a˧˥nu˧mat˧
ໂອກ,oːk,oːk˧˩
ນະຣົກ,narok,na˧rok˧
ລົງສົງ,loŋsoŋ,loŋ˧˥soŋ˩˧
ພາກັນ,pʰaːkan,pʰaː˧˥kan
ແກ້ມ,kɛːm,kɛːm˥˨
ປົງຕົກ,poŋtok,poŋtok˧˥
ເຕືອນ,tɯːə̯n,tɯːə̯n
ນະທີ,natʰiː,na˧tʰiː˧˥
ອາຟຣິກ,aːfrik,aːfrik˧
ເຫງົ້າ,ŋao,ŋao˧˩
ວ່າດ້ວຽ,waːduaːj,waː˧duaːj˥˨
ຫນວດ,nuaːt,nuaːt˧˩
