orth,pron_no_tones
មហាក្សត្រ,meaʔhaaksat
ចចក,cɑcɑɑk
ផ្អែក,pʔaek
ប្រារព្ធ,praarup
លាស់,loah
ទ្រូង,truuŋ
ព្រាង,prieŋ
ជនបទ,cʊəneaʔbat
យន្តហោះ,yʊən hɑh
បា,baa
ទួល,tuul
លាក់,leak
រាស្ត្រ,rieh
សំបុត្រ,sɑmbot
លិច,lɨc
ពិភព,piʔpʰup
ជល,cʊəl
ទ្រទ្រង់,trɔtrʊəŋ
ដេរ,deɛ
ស្ពាន,spien
ហិរញ្ញវត្ថុ,heʔraɲɲeaʔvoattʰoʔ
ចក្រ,cak
លំដាប់,lumdap
សាង,saaŋ
ចម្លើយ,cɑmlaəy
បង្គោល,bɑŋkool
ជំទាវ,cumtiev
សើច,saǝc
ជំនុំ,cumnum
ក្សត្រ,ksat
អាង,ʔaaŋ
ហូរ,hoo
ពិន័យ,piʔney
មូលហេតុ,muulhaet
ឯកភាព,ʔaekaʔpʰiep
ផ្កា,pkaa
ហោ,hao
ចលនា,caʔlaʔnaa
ស្រា,sraa
លំនៅ,lumnɨv
ញៀន,ɲiən
ទេព,teep
មធ្យោបាយ,matyoobaay
សាកល,saakɑl
ស្មាន,smaan
ឃោសនា,kʰoosnaa
នួន,nuun
កម្មសិទ្ធិ,kammeaʔsettʰiʔ
វិធាន,viʔtʰien
ស្រស់,srɑh
ខ្ចី,kcəy
ផែន,pʰaen
រំលឹក,rumlɨk
ក្ដៅ,kdav
អធិការ,ʔaʔtʰiʔkaa
សោ,sao
ព្រះមហាក្សត្រ,preah mɔhaaksat
ពរ,pɔɔ
កត្តា,kattaa
ស្ងាត់,sŋat
បុក,bok
យុទ្ធសាស្ត្រ,yuttʰeaʔsaah
ប័ណ្ណ,ban
ស្រលាញ់,srɑlaɲ
ល្មម,lmɔɔm
លា,lie
អធិប្បាយ,ʔaʔtʰiʔbaay
ជាម,ciem
រាជា,riecie
រាគ,riek
ជ្រូក,cruuk
ចៅក្រម,cav Krɑm
ជំនឿ,cumnɨə
តំណ,dɑmnɑɑ
រង្វាន់,rʊəŋvoan
សកម្ម,saʔkam
គ្រា,krie
ផ្ដុំ,pdom
ដៅ,dav
ហេង,heɛŋ
ក្រឡេក,krɑleɛk
ក្រប,krɑɑp
ប្រជាជាតិ,prɑcieciet
កំហុស,kɑmhoh
កន្លះ,kɑnlah
ផែនទី,pʰaen tii
អស្ចារ្យ,ʔɑhcaa
ខ្មោច,kmaoc
ទំនាស់,tumnoah
សន្និសីទ,sɑnniʔsǝt
គូស,kuuh
មង,mɔɔŋ
រំលាយ,rumliey
កាត,kaat
ពូ,puu
វ៉ា,vaa
គុក,kuk
សំណង់,sɑmnɑŋ
អំឡុង,ʔɑmloŋ
ត្បូង,tbooŋ
មធ្យម,meaʔtyum
ប្រពៃណី,prɑpeynii
គុណភាព,kunaʔpʰiep
ម្ដេច,mdəc
ឈឺចាប់,cʰɨɨ cap
ក្បួន,kbuən
កក,kɑɑk
រហើយ,rɔhaəy
មរកត,meaʔreaʔkɑt
ដា,daa
ទ្រ,trɔɔ
ហិកតា,hǝktaa
រដូវ,rɔdəv
បេក្ខជន,peɛkkʰaʔcʊən
ដុត,dot
ច្រៀង,crieŋ
បំពាន,bɑmpien
ហូប,hoop
ប្រាំ,pram
មាំ,moam
បញ្ឈប់,bɑɲcʰup
ចំណេញ,cɑmnəɲ
អន្តរាគមន៍,ʔɑntaʔraakum
ព្រឹទ្ធសភា,prɨtsaʔpʰie
សំណើ,sɑmnaə
បរិវេណ,bɑɑreʔveen
ដំឡើង,dɑmlaəŋ
គំរូ,kumruu
វង្ស,vɔǝŋ
កិត្តិយស,ketteʔyʊəh
យុទ្ធ,yut
អគ្គលេខាធិការ,ʔakkeaʔleekʰaatʰiʔkaa
ជជែក,cɔcɛɛk
ភ្ញាក់,pɲeak
ល្បី,lbǝy
ប្រហារ,prɑhaa
ពិការ,piʔkaa
ទំនើប,tumnəəp
គី,kii
ស្មារតី,smaadǝy
ថោក,tʰaok
ប្រការ,prɑkaa
មា,mie
រលង,rɔlɔɔŋ
សង្កត់,sɑŋkɑt
សសរ,sɑsɑɑ
ម្ល៉េះ,mleh
ប្លែក,plaek
ក្រមុំ,krɑmum
ភ្លឺ,plɨɨ
ដុះ,doh
មហាផ្ទៃ,mɔhaa-ptey
ខ្វែង,kvaeŋ
ប្រណីត,prɑnət
ចំរើន,cɑmraən
រវិ,reaʔviʔ
ភស្តុតាង,pʰoahtaaŋ
បរម,bɑrom
ស្រវឹង,srɑvǝŋ
ល្បែង,baeŋ
ចន្លោះ,cɑnlɑh
មូលនិធិ,muulniʔtʰiʔ
ជេរ,cee
អាណិត,ʔaanət
ថ្នល់,tnɑl
ប៉ោយ,paoy
រំពឹង,rumpɨŋ
ត្រែង,traeŋ
ងាប់,ŋoap
ជ្រៅ,crɨv
វិចារណកថា,viʔcaareaʔnaʔkaʔtʰaa
តាកែវ,taa kaev
ស្នេហ៍,snae
រងា,rɔŋie
រា,rie
មនោសញ្ចេតនា,meaʔnoosaɲceɛtaʔnaa
គមនាគមន៍,kumməniekum
ហោះ,hah
ប្រាថ្នា,pratnaa
សេង,seɛŋ
បញ្ញា,paɲɲaa
ស៊ូ,suu
រឹត,riit
ដាន,daan
រវល់,rɔvʊəl
ទន្សាយ,tʊənsaay
ល្បឿន,lbɨǝn
កាំភ្លើង,kampləəŋ
ស្វា,svaa
វរ,vɔɔ
ព្រហ្មទណ្ឌ,prummeaʔtoan
ថង,tʰɑɑŋ
ទុន,tun
ថៅកែ,tʰav kae
អូស,ʔooh
បិតា,bəydaa
ទ្រាំ,troam
ឯកសិទ្ធិ,ʔaekaʔset
ភរិយា,pʰeaʔriʔyie
រំ,rum
បង្គំ,bɑŋkum
ភ្នាក់ងារ,pneak ŋie
ក្រដាស,krɑdaah
ស្ថានីយ,stʰaanii
សមត្ថ,saʔmattʰaʔ
កំពត,kɑmpɔɔt
ចូរ,coo
តោន,taon
នីតិវិធី,niiteʔviʔtʰii
មេធាវី,meetʰievii
ជម្ងឺ,cumŋɨɨ
ធាតុ,tʰiet
ធម្មនុញ្ញ,tʰoammeaʔnuɲ
ឃឹម,kʰɨm
យាង,yieŋ
ញញឹម,ɲɔɲɨm
គយ,kɔɔy
ជួរ,cuə
ចំណង,cɑmnɑɑŋ
ម៉ៅ,mav
ភារកិច្ច,pʰiereaʔkəc
ខ្យល់,kyɑl
វិវាទ,viʔviet
ប៉ុណ្ណឹង,ponnəŋ
ក្របី,krɑbəy
ក្រោក,kraok
រដក,rɔdɑɑk
កណ្ដាប់,kɑndap
បាលី,baaləy
បន្លែ,bɑnlae
រយះ,rɔyeah
រ៉ាវ,raav
ស្ដាយ,sdaay
រាប់អាន,roap ʔaan
ស្រះ,srah
សុភា,soʔpʰie
ពេជ្រ,pɨc
យាន,yien
គត់,kʊət
គុន,kun
អាសន្ន,ʔaasɑn
ច្រឡំ,crɑlɑm
ជក់,cʊək
បរិភោគ,bɑɑreʔpʰook
វ៉ូ,voo
ផ្ទុក,ptuk
ទន្ទឹម,tʊətɨm
ធី,tʰii
ជំហរ,cumhɔɔ
ក្រចេះ,krɑceh
បំពាក់,bɑmpeak
ឡាវ,laav
មីង,miiŋ
អាវ,ʔaav
ឆន្ទៈ,cʰanteaʔ
ផលិតផល,pʰɑllɨttaʔpʰɑl
ល្បង,lbɑɑŋ
រក្ស,reak
បាប,baap
ប្រញាប់,prɑɲap
បបួល,bɑbuəl
ទម្ងន់,tumŋʊən
ម្ខាង,mkʰaaŋ
កាន់កាប់,kan kap
ទេវតា,teeveaʔdaa
ដុំ,dom
ពិសោធន៍,piʔsaot
ពោះ,pʊəh
ល្បិច,lbəc
គាំ,koam
ត្រពាំង,trɑpeaŋ
ដណ្ដឹង,dɑndəŋ
បណ្ដុះ,bɑndoh
ចំការ,cɑmkaa
ឈ្លានពាន,clien-pien
ចំណី,cɑmnəy
ស្លឹក,slǝk
សុវណ្ណ,soʔvan
ញាតិ,ɲiet
អនាម័យ,ʔaʔnaamay
ស្លាក,slaak
ពឹង,pɨŋ
ស្រាប់តែ,srap tae
រិះ,rih
ឆ្លៀត,cliət
ខេមរ,kʰeɛmaʔraʔ
រទាំង,rɔteaŋ
អាសនៈ,ʔaasaʔnaʔ
ប្រយ័ត្ន,prɑyat
សម្រាក,sɑmraak
ស្ទះ,steah
រាជ្យ,riec
ព្រមាន,prɔmien
ប្រតិកម្ម,prɑteʔkam
ផ្កាយ,pkaay
បដិបក្ខ,paʔdeʔpak
អត្ថន័យ,ʔattʰaʔney
សេដ្ឋី,seɛttʰǝy
លេច,lǝc
ទាក់ទិន,teak tɨn
ឈ្លោះ,clʊəh
ធ្នាប់,tnoap
ទម្លាប់,tumloap
ប្រដាល់,prɑdal
ព្រំ,prum
សង្គ្រោះ,sɑŋkrʊəh
ឆ្កែ,ckae
លោត,loot
សូ,soo
បន្លំ,bɑnlɑm
យ៉ាប់,yap
អួត,ʔuət
ម្ហូប,mhoop
ឧកញ៉ា,ʔokɲaa
ពារ,pie
ទស្សនកិច្ច,tʊəhsaʔnaʔkəc
ខាំ,kʰam
មេឃ,meek
ចម្ងាយ,cɑmŋaay
គិរី,kiʔrii
ប្រាជ្ញា,praacɲaa
សេនា,seɛnaa
មី,mii
សត្រូវ,sattrəv
សោយ,saoy
ស្ដាំ,sdam
ប្តី,pdəy
គន់,kʊən
ខ្វល់,kvɑl
ជីក,ciik
កំហែង,kɑmhaeŋ
កម្មការ,kammaʔkaa
អាត្មា,ʔaatmaa
ប្រជែង,prɑcɛɛŋ
ផាក,pʰaak
ការបរទេស,kaabɑɑraʔteeh
ឆាក,cʰaak
ដំណាំ,dɑmnam
ស្បែក,sbaek
ហោច,haoc
រាត្រី,rietrəy
ពង្រីក,pʊəŋriik
ដីកា,dəykaa
វិហារ,viʔhie
រំលែក,rumlɛɛk
ដួល,duəl
សំណង,sɑmnɑɑŋ
សើ,saǝ
ស្បៀង,sbiǝŋ
ពៅ,pɨv
រលំ,rɔlum
បណ្ដោយ,bɑndaoy
ឃ្លា,klie
ស្ថាបនា,stʰaapaʔnaa
សិក្ខា,sekkʰaa
រទេះ,rɔteh
ត្រជាក់,trɑceak
សាក្សី,saaksəy
សូរ,soo
អរ,ʔɑɑ
មោទនភាព,mooteaʔneaʔpʰiep
ធៀប,tʰiəp
វត្តមាន,voattaʔmaan
សម្បើម,sɑmbaǝm
ស្រាល,sraal
សុធី,soʔtʰii
ត្បិត,tbət
តែងតាំង,taeŋ-taŋ
ស្វាមី,svaamǝy
ខ្សោយ,ksaoy
អាជ្ញា,ʔaacɲaa
ពន្លឺ,pʊənlɨɨ
តារា,taaraa
បង្គាប់,bɑŋkoap
និមួយ,niʔmuəy
ក្មួយ,kmuəy
ចៅហ្វាយ,cav vaay
រហ័ស,rɔhah
ងាក,ŋiek
បាងកក,baaŋ kɑɑk
ទាស់,toah
រាំ,roam
ពិន្ទុ,pintuʔ
យឺត,yɨɨt
ផា,pʰaa
អនុសញ្ញា,ʔaʔnuʔsaɲɲaa
សាសន,saasaʔnaʔ
ស្ទុះ,stuh
ធុង,tʰuŋ
ផ្សំ,psɑm
រើ,rəə
ឫស្សី,rɨhsǝy
សយ,sɑɑy
កុង,FɨX
ត្រ,trɑɑ
ឆ្វេង,cveɛŋ
មុត,mut
សាស្ត្រ,saah
ឆក់,cʰɑk
វៀង,viəŋ
ឧបសគ្គ,ʔuʔpaʔsak
បង្ហូរ,bɑŋhoo
វាល,viel
រដែ,rɔdae
ព្រហ្ម,prum
រង់,rʊəŋ
ឈូក,cʰuuk
ភាពយន្ត,pʰiepyʊən
រោគ,rook
ភិក្ខុ,pʰiʔkʰoʔ
កុសល,koʔsal
ដំណាក់,dɑmnak
បាល,baal
លាយ,liey
រចនាបថ,raʔcaʔnaabɑt
បញ្ជាការ,bɑɲciekaa
ត្រលប់,trɑlɑp
បូជា,boo cie
ឈ្នួល,cnuəl
ស្រាវ,sraav
ស្រណោះ,srɑnɑh
អំណោយ,ʔɑmnaoy
ប្រែង,praeŋ
បេះដូង,beh dooŋ
ខិត,kʰət
ជ្រុង,cruŋ
ខ្សាច់,ksac
ក្រាប,kraap
ឆាយ,cʰaay
ឋានៈ,tʰaanaʔ
ប៉ាន់,pan
បញ្ចុះ,bɑɲcoh
ហ្លួង,luǝŋ
របាយ,rɔbaay
ទិន្នន័យ,tinneaʔney
បឋម,paʔtʰaʔmaʔ
មេដាយ,meedaay
ទារក,tierʊək
អគារ,ʔaʔkie
មង្គល,meaŋkʊəl
ផ្អើល,pʔaəl
អត្ថាធិប្បាយ,ʔattʰaatʰipbaay
ឆេះ,cʰeh
ប្រកែក,prɑkaek
ជំហាន,cumhien
សួស្តី,suǝsdǝy
យាម,yiem
កាំបិត,kambət
អន់,ʔɑn
គំនូរ,kumnuu
ជ្រំ,crum
ពាល់,poal
សោក,saok
ភូមា,pʰuumie
ណែ,nae
ឧត្តម,ʔutdɑm
ស្អែក,sʔaek
ដណ្ដើម,dɑndaəm
ដូង,dooŋ
ហោង,haoŋ
ផ្សព្វ,psɑp
លាប់,loap
ស្មោះ,smɑh
វេទនា,veeteaʔnie
សក់,sɑk
កំរិត,kɑmrət
ឆ្នាំង,cnaŋ
ចេះតែ,ceh tae
ស្ដែង,sdaeŋ
ផ្អាក,pʔaak
មហាជន,meaʔhaacʊən
ថែ,tʰae
ដូន,doon
ខួប,kʰuəp
ម្សិល,msəl
លក្ខខណ្ឌ,leakkʰan
ក្រពើ,krɑpəə
សឹក,sǝk
ចម្បង,cɑmbɑɑŋ
អាចម៍,ʔac
បូ,boo
ស្រុង,sroŋ
មីន,miin
បែង,baeŋ
កប,kɑɑp
សំនួរ,sɑmnuə
ទូ,tuu
ទា,tie
ទែន,tɛɛn
សុផល,soʔpʰɑl
ស្អប់,sʔap
អាកាស,ʔaakaah
រាន,rien
ប្រមុខ,prɑmuk
សាល,saal
កាំ,kam
បរិយាកាស,paʔreʔyaakaah
សន្និដ្ឋាន,sɑnnittʰaan
បុត្រ,bot
សួន,suǝn
អប់,ʔɑp
រដោះ,rɔdɑh
តានតឹង,taan-təŋ
មកា,meaʔkaa
ចម្លាក់,cɑmlak
ទម្លាក់,tumleak
សម្រប,sɑmrɑɑp
ថ្លា,tlaa
តួច,tuəc
ស្ងៀម,sŋiǝm
គល់,kʊəl
សម្រាល,sɑmraal
ជោគ,cook
រថ,rʊət
ចាម,caam
បារី,baarəy
ករុណា,kaʔruʔnaa
ពហុ,peaʔhuʔ
ចារ,caa
ស្ម័គ្រ,smak
សម្លឹង,samlǝŋ
វិទ្យាសាស្ត្រ,vittyiesaah
ថ្វី,tvəy
ធម្ម,tʰoammeaʔ
រលាយ,rɔliey
លទ្ធិ,lattʰiʔ
ខោ,kʰao
គេង,keeŋ
ភរ,pʰɔɔ
ដំ,dɑm
ត្រាស់,trah
ប្រជារាស្ត្រ,prɑcierieh
សោត,saot
បំបែក,bɑmbaek
កាម,kaam
សង្ខេប,sɑŋkʰaep
សប្បុរស,sɑpboʔrɑh
ទៀង,tiəŋ
អាចារ្យ,ʔaacaa
ព្រះពុទ្ធ,preah put
ទាត់,toat
បណ្ដើរ,bɑndaə
ធូរ,tʰuu
រះ,reah
ឃ្លាំង,kleaŋ
អន្តរ,ʔɑntaʔraʔ
រៃ,rey
ដៃគូ,day kuu
អតិថិជន,ʔaʔteʔtʰeʔcʊən
ដង្ហែ,dɑŋhae
ជ្រាវ,criev
អន្លង់,ʔɑnlʊəŋ
ចេតនា,ceɛtaʔnaa
គាល់,koal
ចរិត,caʔret
ហា,haa
ប្រាណ,praan
កាហ្វេ,kaafeɛ
បណ្ណាល័យ,bannaalay
ម៉ៃ,may
កញ្ជ្រោង,kɑɲcrooŋ
ទំនុក,tumnuk
លេខា,leekʰaa
របៀង,rɔbiəŋ
មែ,mɛɛ
បម្រុង,bɑmroŋ
អារ,ʔaa
សាទរ,saatɔɔ
ផ្គត់ផ្គង់,pkʊət-pkʊəŋ
ទំនេរ,tumnee
មជ្ឈដ្ឋាន,maccʰeaʔtʰaan
រដាក់,rɔdak
លឹម ៗ,lɨm-lɨm
ជ្រុល,crul
ជញ្ជាំង,cʊəɲceaŋ
ប៉ុន,pon
ដរាប,dɑraap
រើសអើង,rəəhʔaəŋ
សង្សារ,sɑŋsaa
តោង,taoŋ
សម្បទាន,sampaʔtien
សាប,saap
ទឹកប្រាក់,tɨk prak
ធ្មេញ,tmɨɲ
ស្នងការ,snɑɑŋ kaa
លំអិត,lumʔǝt
ច្នៃ,cnay
ក្រី,krəy
គតិ,keaʔteʔ
កល,kɑl
ម្ដុំ,mdom
ក្លាហាន,klaa haan
ទូត,tuut
ពាន,pien
បន្ទោស,bɑntooh
ជាំ,coam
ក្រៃ,kray
ស្លៀក,sliǝk
ឆ្លាត,claat
ស្ទួយ,stuǝy
ស្ទាក់,steak
រកា,rɔkaa
ទ្វីប,tviip
សំអាង,sɑmʔaaŋ
ប្រាជ្ញ,praac
ប្រតិបត្តិការ,prɑteʔbatkaa
អះ,ʔah
ល្ងង់,lŋɔǝŋ
សាមញ្ញ,saamaɲɲeaʔ
អាណា,ʔaanaa
ផ្ដាច់,pdac
កិរិយា,keʔriʔyaa
ឆ្កួត,ckuət
អូស្ត្រាលី,ʔoostraalii
រាប,riep
សម្ភាសន៍,sɑmpʰieh
ញត្តិ,ɲat
បេសកកម្ម,peɛsaʔkaʔkam
រដ្ឋលេខាធិការ,roattʰaʔleekʰaatʰiʔkaa
ម៉ាត់,mat
តាក់ស៊ី,taksii
កំប្លែង,kɑmplaeŋ
ង៉ៃ,ŋay
ហាត់,hat
ឧក្រិដ្ឋ,ʔokkrǝt
សាយ,saay
ចំណាស់,cɑmnah
សាមគ្គី,saameakkii
ដង្ហើម,dɑŋhaəm
សំគាល់,sɑmkoal
មាតិកា,mieteʔkaa
បរិមាណ,paʔreʔmaan
វីរ,viireaʔ
ខម,kʰɑɑm
ចតុ,caʔtoʔ
រ៉ែ,rae
ពោធិ៍សាត់,poosat
អំពិល,ʔɑmpɨl
ឋាន,tʰaan
សាសន៍,sah
ក្លែង,klaeŋ
បូម,boom
ហ៊ូ,huu
ធារី,tʰierii
ព្រឹត្តិការ,prɨtteʔkaa
អៀង,ʔiǝŋ
ប្រតិភូ,prɑteʔpʰuu
ឆ្អឹង,cʔəŋ
សំណើច,sɑmnaəc
ចៀស,ciəh
កុន,kon
ប្រឡាយ,prɑlaay
លំ,lum
ជូត,cuut
ផេង,pʰəɛŋ
បារាំងសែស,baaraŋsaeh
ប្រយោគ,prɑyook
សម្បូរ,sɑmboo
អំបិល,ʔɑmbǝl
ជីដូន,cii doon
ក្រឡា,krɑlaa
វាំង,veaŋ
បាំង,baŋ
វាសនា,viehsnaa
អឺ,ʔəə
ស្ថិតិ,stʰeʔteʔ
ប្រដៅ,prɑdav
រលោក,rɔlook
សំណាក,sɑmnaak
ញឹក,ɲɨk
ខ្មាស,kmaah
ភ្លេង,pleeŋ
ដំណោះ,dɑmnɑh
បៀ,biə
សំណូម,sɑmnoom
វិជ្ជមាន,vɨcceaʔmien
ដួង,duəŋ
ប្រតិ,prɑteʔ-
បណ្ដេញ,bɑndəɲ
ខ្នាត,knaat
ស្ករ,skɑɑ
ប្រធានាធិបតី,prɑtʰienietʰɨppaʔdəy
ស្នង,snɑɑŋ
ប្រមាថ,prɑmaat
កាក់,kak
ទូច,tuuc
ពិគ្រោះ,piʔkrʊəh
របាំ,rɔbam
សម្ពោធ,sɑmpoot
រថា,reaʔtʰaa
អណ្ដូង,ʔɑndooŋ
គប្បី,koapbəy
ដប់,dɑp
ញឹកញាប់,ɲɨk-ɲoap
ហូត,hoot
ងងឹត,ŋɔŋɨt
សណ្ដាប់,sɑndap
លេស,leeh
គ្រែ,krɛɛ
បូក,book
បណ្ដោះ,bɑndɑh
អគ្គនាយក,ʔakkeaʔnieyɔǝk
វស្សា,voahsaa
ទុំ,tum
ព័ទ្ធ,poat
មហាវិទ្យាល័យ,meaʔhaavityielay
អង្វរ,ʔɑŋvɑɑ
ជំរឿន,cumrɨən
ងើប,ŋəəp
សរសៃ,sɑɑ say
មុង,muŋ
អតិផរណា,ʔaʔteʔpʰaʔraʔnaa
ប៉ែន,paen
ចំរៀង,cɑmriəŋ
ខក,kʰɑɑk
ទូរគមនាគមន៍,tuureaʔkeaʔmeaʔniekum
អធិបតីភាព,ʔaʔtʰippaʔdəypʰiep
ទំនៀម,tumniəm
ផលិតកម្ម,pʰɑllɨttaʔkam
គង,kɔɔŋ
ឆៅ,cʰav
សៀវ,siǝv
បេះ,beh
មិត្តភាព,mittaʔpʰiep
ជំរើស,cumrəəh
សិរី,seʔrǝy
សំរោង,sɑmraoŋ
សេះ,seh
ទាម,tiem
ទ្វេ,tvee
កុហក,koʔhak
ស្និទ្ធ,snǝt
ទម្រាំ,tumroam
ហិប,hǝp
បទដ្ឋាន,paʔtoattʰaan
ផ្ទេរ,ptee
ទាយ,tiey
សុភាព,soʔpʰiep
ទាល់តែ,toal tae
អ៊ូ,ʔuu
ទំនប់,tumnup
ធាន,tʰien
ឧបនាយក,ʔuʔpaʔnieyɔǝk
តឹង,təŋ
ក្ងោក,kŋaok
នំ,num
កំហឹង,kɑmhəŋ
អាពាហ៍ពិពាហ៍,ʔaapie-piʔpie
សាហាវ,saahaav
សំពត់,sɑmpʊət
ធានី,tʰienii
ឃុន,kʰun
ទិន,tɨn
ទៃ,tey
បរិច្ឆេទ,bɑɑrəccʰaet
កំព្រា,kɑmprie
ឃ្លាត,kliet
រំខាន,rumkʰaan
អត្តសញ្ញាណ,ʔattaʔsaɲɲaan
វក,vɔɔk
ពូក,puuk
អរិយធម៌,ʔaʔreʔyaʔtʰoa
អើ,ʔaə
ហាន,haan
កប់,kɑp
ប្រសិទ្ធិភាព,prɑsettʰiʔpʰiep
សំពៅ,sɑmpɨv
ជំរាប,cumriep
ជប់,cup
សៅ,sav
លាន់,loan
ហង្ស,haŋ
កាច,kaac
ស្ងប់,sŋɑp
ស្រឡះ,srɑlah
ភូមិន្ទ,pʰuumin
ហត្ថ,hat
រលើ,rɔləə
ធុន,tʰun
ស្អុយ,sʔoy
សូន្យ,soon
អយុត្តិធម៌,ʔaʔyutteʔtʰoa
សេក,seɛk
លប,lɔɔp
រង្សី,reaŋsəy
ញោម,ɲoom
ចុក,cok
អន្តោ,ʔɑntao
អនាធិបតេយ្យ,ʔaʔnaatʰippaʔtay
អតីតកាល,ʔaʔdeʔtaʔkaal
វេន,veen
សន្លប់,sɑnlɑp
ល្ខោន,lkʰaon
ព្រេង,preeŋ
កិន,kən
កុប្បកម្ម,koppaʔkam
ព្រះរាជា,preah riecie
ត្រចៀក,trɑciək
រំលង,rumlɔɔŋ
ព្រលប់,prɔlup
ជំរិត,cumrɨt
ខ្ជិល,kcɨl
ស្ពឺ,spɨɨ
ត្រកូល,trɑkool
សម្របសម្រួល,sɑmrɑɑp-sɑmruəl
ដាស់,dah
ធ្លាយ,tliey
ដារ,daa
ជីវៈ,ciiveaʔ
អន្ទាក់,ʔɑnteak
ចំណាប់,cɑmnap
ស្មៅ,smav
កំសត់,kɑmsɑt
សាកសួរ,saak suə
ឃ្លាំ,kloam
ខួរ,kʰuə
បួងសួង,buəŋ suəŋ
ក្លា,klaa
ឈូស,cʰuuh
ជំរំ,cumrum
ការដ្ឋាន,kaarattʰaan
បង្ការ,bɑŋkaa
ប្រុង,proŋ
អុក,ʔok
ស្ងួត,sŋuǝt
សំរាម,sɑmraam
កម្មាធិការ,kammaatʰiʔkaa
ខ្ទង់,ktʊəŋ
ចេក,ceɛk
វិមាន,viʔmien
ភូ,pʰuu
យី,yii
បរាជ័យ,paʔraacey
សំណល់,sɑmnɑl
ខឿន,kʰiən
កាង,kaaŋ
អង្គាស,ʔɑŋkieh
គ្រប,krɔɔp
ថ្លើម,tlaəm
ប៉ុណ្ណេះ,ponneh
សឹម,sǝm
រួបរួម,ruəp-ruəm
បុរី,boʔrəy
ទស្សនិកជន,tʊəhsaʔnikcʊən
គណៈរដ្ឋមន្ត្រី,keaʔnaʔroattʰaʔmʊəntrəy
និស្ស័យ,ni(h)say
អាស្រូវ,ʔaasrəv
រ៉េ,reɛ
ភោជនីយដ្ឋាន,pʰooceaʔniiyeaʔtʰaan
ឧទ្ធរណ៍,ʔuttʰɔɔ
ទិដ្ឋភាព,tittʰaʔpʰiep
ស្លា,slaa
អធិបតី,ʔaʔtʰippaʔdəy
បោស,baoh
លំអ,lumʔɑɑ
ទស្សនាវដ្ដី,tʊəhsaʔnaavatdəy
អាការ,ʔaakaaraʔ
ឃាត,kʰiet
ស្រដៀង,srɑdiǝŋ
រេ,ree
ប្រគេន,prɑkeen
មាតុភូមិ,mietoʔpʰuum
ចាន,caan
ធន់,tʰʊən
ឆ្លាក់,clak
សូក,sook
និន្នាការ,ninniekaa
ប្រលង,prɑlɑɑŋ
លឿង,lɨǝŋ
អៀន,ʔiǝn
កប៉ាល់,kaʔpal
ព្រលឹង,prɔlɨŋ
ឃ្លាន,klien
តាង,taaŋ
ខ្ពង់ខ្ពស់,kpʊəŋ kpʊəh
អាហារូបករណ៍,ʔaahaaruupaʔkɑɑ
ប្រោស,prɑh
សញ្ជាតិ,saɲcieteʔ
វរ្ម័ន,veaʔraʔman
អាយ,ʔaay
ច្រាន,craan
រឿយ,rɨəy
ផ្អែម,pʔaem
ចរិយា,caʔreʔyaa
វាចា,viecaa
ត្រើយ,traəy
គណៈប្រតិភូ,keaʔnaʔprɑteʔpʰuu
ស្ទាវ,stiev
គ្រឹះ,krɨh
ត្នោត,tnaot
តុល,dol
រជ្ជ,racceaʔ
ចំណាំ,cɑmnam
គន្លឹះ,kʊənlɨh
គាប់,koap
ឆ្គង,ckɔɔŋ
មួក,muək
ពស់,pʊəh
ស្រមៃ,srɑmay
សេដ្ឋ,seɛtʰaʔ
កញ្ចប់,kaɲcap
រួចរាល់,ruəc-roal
អ៊ំ,ʔrum
វិញ្ញាសា,vɨɲɲiesaa
បណ្ដោះអាសន្ន,bɑndɑhʔaasɑn
បក្សី,baksəy
