orth,pron_no_tones,pron_with_tones
ຍາ,ɲaː,ɲaː˧˥
ຫໍ,hɔː,hɔː˩˧
ຕັດ,tat,tat˧˥
ພາໃຫ້,pʰaːhaj,pʰaː˧˥haj˧˩
ຊົນນະບົດ,sonnabot,son˧˥na˧bot˧˥
ລ້ຽງ,liaːŋ,liaːŋ˥˨
ກວມ,kuaːm,kuaːm
ເມສາ,meːsaː,meː˧˥saː˩˧
ຢາງ,jaːŋ,jaːŋ
ບູຮານ,buːhaːn,buːhaːn˧˥
ການສົ່ງເສີມ,kaːnsoŋsəːm,kaːnsoŋ˧səːm˩˧
ຈົບ,t͡ɕop,t͡ɕop˧˥
ເຊັນ,sen,sen˧˥
ເນ,neː,neː˧˥
ຂົວ,kʰuaː,kʰuaː˩˧
ສ່ຽງ,siaːŋ,siaːŋ˧
ໃຫ້ຮູ້,hajhuː,haj˧˩huː˥˨
ໂທ,tʰoː,tʰoː˧˥
ຫວັງ,waŋ,waŋ˩˧
ຜິດ,pʰit,pʰit˧˥
ສັງຂານ,saŋkʰaːn,saŋ˩˧kʰaːn˩˧
ທັງເປັນ,tʰaŋpen,tʰaŋ˧˥pen
ກະທູ້,katʰuː,ka˧˥tʰuː˥˨
ຫລັກ,lak,lak˧˥
ການສະແດງ,kaːnsadɛːŋ,kaːnsa˧˥dɛːŋ
ຢຸດ,jut,jut˧˥
ເຈົ້າພາບ,t͡ɕaopʰaːp,t͡ɕao˥˨pʰaːp˥˨
ເປັນເວລາ,penweːlaː,penweː˧˥laː˧˥
ບໍ່ຕ້ອງ,bɔːtɔːŋ,bɔː˧tɔːŋ˥˨
ຄອນ,kʰɔːn,kʰɔːn˧˥
ໂຫວດ,woːt,woːt˧˩
ຮັບຜົນ,happʰon,hap˧pʰon˩˧
ດົນຕີ,dontiː,dontiː
ຖາ,tʰa,tʰa˩˧
ໄພ,pʰaj,pʰaj˧˥
ຈິ່ງ,t͡ɕiŋ,t͡ɕiŋ˧
ຮູ້ສຶກ,huːsɯk,huː˥˨sɯk˧˥
ຄົບ,kʰop,kʰop˧
ຂ້າງ,kʰaːŋ,kʰaːŋ˧˩
ຄົງ,kʰoŋ,kʰoŋ˧˥
ປີກ,piːk,piːk˧˩
ອາທິດ,aːtʰit,aːtʰit˧
ໂຄດ,kʰoːt,kʰoːt˥˨
ເລີດ,ləːt,ləːt˥˨
ຈໍ,t͡ɕɔː,t͡ɕɔː
ອັດຕາ,attaː,at˧˥taː˧˥
ຄວາມຕ້ອງການ,kʰwaːmtɔːŋkaːn,kʰwaːm˧˥tɔːŋ˧˥kaːn
ຄະ,kʰa,kʰa˧
ທ້ອງ,tʰɔːŋ,tʰɔːŋ˥˨
ວັດຖຸ,wattʰu,wat˧tʰu˧˥
ພິມ,pʰim,pʰim˧˥
ເນາະ,nɔ,nɔ˧
ກວ້າງ,kwaːŋ,kwaːŋ˥˨
ແນ່,nɛː,nɛː˧
ເຊີນ,səːn,səːn˧˥
ອັນນີ້,anniː,anniː˥˨
ແຕ່ງ,tɛːŋ,tɛːŋ˧
ໄມ,maj,maj˧˥
ທິດ,tʰit,tʰit˧
ເກີນ,kəːn,kəːn
ເນື່ອງ,nɯːə̯ŋ,nɯːə̯ŋ˧
ອະນາຄົດ,anaːkʰot,a˧˥naː˧˥kʰot˧
ສາຂາ,saːkʰaː,saː˩˧kʰaː˩˧
ວິຫານ,wihaːn,wi˧haːn˩˧
ແປ,pɛ,pɛ
ທະເລ,tʰaleː,tʰa˧leː˧˥
ກໍ່ໄດ້...ກໍ່ຕາມ,kɔːdaj...kaːtaːm,kɔː˧daj˥˨...kaːtaːm
ເປັນຫຍັງ,penɲaŋ,penɲaŋ˩˧
ການເຮັດ,kaːnhet,kaːnhet˧
ກຽມ,kiaːm,kiaːm
ສື່,sɯː,sɯː˧
ຮັບຮອງ,haphɔːŋ,hap˧hɔːŋ˧˥
ຣັຖ,rat,rat˧
ພາກັນ,pʰaːkan,pʰaː˧˥kan
ຊາບ,saːp,saːp˥˨
ສອດ,sɔːt,sɔːt˧˩
ສຸ,su,su˧˥
ຫມັກ,mak,mak˧˥
ລືມ,lɯːm,lɯːm˧˥
ເສບ,seːp,seːp˧˩
ຫັ້ນ,han,han˧˩
ປະທານາທິບໍດີ,patʰaːnaːtʰibɔːdiː,pa˧˥tʰaː˧˥naː˧˥tʰi˧bɔːdiː
ເລຂາ,leːkʰaː,leː˧˥kʰaː˩˧
ປະຊາ,pasaː,pa˧˥saː˧˥
ນາມ,naːm,naːm˧˥
ຍາດ,ɲaːt,ɲaːt˥˨
ເທິງ,tʰəŋ,tʰəŋ˧˥
ປະຕິວັດ,patiwat,pa˧˥ti˧˥wat˧
ບາ,baː,baː
ເລືອດ,lɯːə̯t,lɯːə̯t˥˨
ເສດ,seːt,seːt˧˩
ຫມອງ,mɔːŋ,mɔːŋ˩˧
ເປັນປະທານ,penpatʰaːn,penpa˧˥tʰaːn˧˥
ປັດ,pat,pat˧˥
ສາເຫດ,saːheːt,saː˩˧heːt˧˩
ຍິ່ງ,ɲiŋ,ɲiŋ˧
ຄົນອື່ນ,kʰonɯːn,kʰon˧˥ɯːn˧
ບັນທຶກ,bantʰɯk,bantʰɯk˧
ຮຽກຮ້ອງ,hiaːkhɔːŋ,hiaːk˥˨hɔːŋ˥˨
ຄະແນນ,kʰanɛːn,kʰa˧nɛːn˧˥
ເຈົ້າຂອງ,t͡ɕaokʰɔːŋ,t͡ɕao˥˨kʰɔːŋ˩˧
ບົວ,buaː,buaː
ຜັກ,pʰak,pʰak˧˥
ສັງ,saŋ,saŋ˩˧
ທະຫານ,tʰahaːn,tʰa˧haːn˩˧
ມົນ,mon,mon˧˥
ເດັ່ນ,den,den˧
ສົມບູນ,sombuːn,som˩˧buːn
ປິ່ນປົວ,pinpuaː,pin˧puaː
ທີ່ດິນ,tʰiːdin,tʰiː˧din
ປົກກະຕິ,pokkati,pok˧˥ka˧˥ti˧˥
ອຳນາດ,amnaːt,amnaːt˥˨
ລົບ,lop,lop˧
ອະນຸຍາດ,anuɲaːt,a˧˥nu˧ɲaːt˥˨
ບານ,baːn,baːn
ຜູ້ນຳ,pʰuːnam,pʰuː˧˩nam˧˥
ສະຖານ,satʰaːn,sa˧˥tʰaːn˩˧
ເພັດ,pʰet,pʰet˧
ວຽງ,wiaːŋ,wiaːŋ˧˥
ສີ່,siː,siː˧
ປິດ,pit,pit˩˧
ຕະການ,takaːn,ta˧˥kaːn
ພອນ,pʰɔːn,pʰɔːn˧˥
ແທນ,tʰɛːn,tʰɛːn˧˥
ຫວ່າງ,waːŋ,waːŋ˧
ມີໂອກາດ,miːoːkaːt,miː˧˥oːkaːt˧˩
ທ່ຽງ,tʰiaːŋ,tʰiaːŋ˧
ບໍ່ຢາກ,boːjaːk,boː˧jaːk˧˩
ເລ,leː,leː˧˥
ຊັງ,saŋ,saŋ˧˥
ແຂກ,kʰɛːk,kʰɛːk˧˩
ໄກ່,kaj,kaj˧
ຄູ່,kʰuː,kʰuː˧
ພະຍາ,pʰaɲaː,pʰa˧ɲaː˧˥
ຄາດ,kʰaːt,kʰaːt˥˨
ແຜ່ນ,pʰɛːn,pʰɛːn˧
ອິສ,ɯːə̯ŋsoppet,ɯːə̯ŋ˥˨sop˧˥pet˧˥
ຫນາ,naː,naː˩˧
ເຮືອ,hɯːə̯,hɯːə̯˧˥
ເອີ,əː,əː
ເຈົ້າຫນ້າທີ່,t͡ɕaonaːtʰiː,t͡ɕao˥˨naː˧˩tʰiː˧
ເພື່ອນ,pʰɯːə̯n,pʰɯːə̯n˧
ຄຳມ່ວນ,kʰammuaːn,kʰam˧˥muaːn˧
ບໍຣິສັດ,bɔːrisat,bɔːri˧sat˧˥
ຂະນະ,kʰana,kʰa˧˥na˧
ພົນ,pʰon,pʰon˧˥
ມີທັງ,miːtʰaŋ,miː˧˥tʰaŋ˧˥
ປະຖົມ,patʰom,pa˧˥tʰom˩˧
ແພງ,pʰɛːŋ,pʰɛːŋ˧˥
ເປັນຂອງ,penkʰɔːŋ,penkʰɔːŋ˩˧
ເວທີ,weːtʰiː,weː˧˥tʰiː˧˥
ເລກ,leːk,leːk˥˨
ດັງ,daŋ,daŋ
ຊົງ,soŋ,soŋ˧˥
ການປົກຄອງ,kaːnpokkʰɔːŋ,kaːnpok˧˥kʰɔːŋ˧˥
ຄວາມສຳຄັນ,kʰwaːmsamkʰan,kʰwaːm˧˥sam˩˧kʰan˧˥
ປອດ,pɔːt,pɔːt
ຫນ້າທີ່,naːtʰiː,naː˧˩tʰiː˧
ຜົວ,pʰuaː,pʰuaː˩˧
ຈິດ,t͡ɕit,t͡ɕit˧˥
ມັກຈະ...ສ່ວນມາກ,makt͡ɕa...suaːnmaːk,mak˧t͡ɕa˧˥...suaːn˧maːk˥˨
ພາສີ,pʰaːsiː,pʰaː˧˥siː˩˧
ນິຍົມ,niɲom,ni˧ɲom˧˥
ກົນ,kon,kon
ຄ້າ,kʰaː,kʰaː˥˨
ຍຸກ,ɲuk,ɲuk˧
ເອີ້ນ,əːn,əːn˥˨
ໄລ,laj,laj˧˥
ຫລໍ່,lɔː,lɔː˧
ພູມ,pʰuːm,pʰuːm˧˥
ຫນາມ,naːm,naːm˩˧
ບັນຍາກາດ,banɲaːkaːt,banɲaː˧˥kaːt˧˩
ເກົາຫລີ,kaoliː,kaoliː˩˧
ເສັ້ນ,sen,sen˧˩
ເປົ້າ,pao,pao˥˨
ບໍ່ເປັນ,bɔːpen,bɔː˧pen
ຖືກຕ້ອງ,tʰɯßßːktɔːŋ,tʰɯßßːk˧˩tɔːŋ˥˨
ແດນ,dɛːn,dɛːn
ເຊ,seː,seː˧˥
ດົງ,doŋ,doŋ
ຫານ,haːn,haːn˩˧
ເທົ່າ,tʰao,tʰao˧
ອານ,aːn,aːn
ສາມັກຄີ,saːmakkʰiː,saː˩˧mak˧kʰiː˧˥
ລູກຄ້າ,luːkkʰaː,luːk˥˨kʰaː˥˨
ຜູ້ຍິງ,pʰuːɲiŋ,pʰuː˧˩ɲiŋ˧˥
ປານໃດ,paːndaj,paːndaj
ຢ່າງດີ,jaːŋdiː,jaːŋ˧diː
ຄອມ,kʰɔːm,kʰɔːm˧˥
ເນັ້ນ,nen,nen˥˨
ແພ້,pʰɛː,pʰɛː˥˨
ມີຄຸນ,miːkʰun,miː˧˥kʰun˧˥
ຍ່າງ,ɲaːŋ,ɲaːŋ˧
ລະບຽບ,labiaːp,la˧biaːp˧˩
ເຄືອ,kʰɯːə̯,kʰɯːə̯˧˥
ໂກ,koː,koː
ຄວາມສຸກ,kʰwaːmsuk,kʰwaːm˧˥suk˧˥
ມີສິດ,miːsit,miː˧˥sit˧˥
ເຫດ,heːt,heːt˧˩
ບຸກ,buk,buk˧˥
ການກວດ,kaːnkuaːt,kaːnkuaːt˧˩
ອານາຈັກ,aːnaːt͡ɕak,aːnaː˧˥t͡ɕak˧˥
ຄ່ອງ,kʰɔːŋ,kʰɔːŋ˧
ຊວນ,suaːn,suaːn˧˥
ມີສ່ວນ,miːsuaːn,miː˧˥suaː˧n
ຜູ້ແທນ,pʰuːtʰɛːn,pʰuː˧˩tʰɛːn˧˥
ສເນີ,sanəː,sa˧˥nəː˧˥
ອິດ,it,it˧˥
ກົງ,koŋ,koŋ
ມີຢູ່,mijuː,mi˧˥juː˧
ທະນາ,tʰanaː,tʰa˧naː˧˥
ໃຫ້ດີ,hajdiː,haj˧˩diː
ຈັບ,t͡ɕap,t͡ɕap˧˥
ວິທະຍາ,witʰaɲaː,wi˧tʰa˧ɲaː˧
ແຜ່,pʰɛː,pʰɛː˧
ຝົນ,fon,fon˩˧
ໂປ,poː,poː
ຕຳ,tam,tam
ຊ່ວງ,suaːŋ,suaːŋ˧
ເລິກ,lək,lək˧
ການຮຽນ,kaːnhiaːn,kaːnhiaːn˧˥
ສີນ,siːn,siːn˩˧
ໃນປັດຈຸບັນ,najpatt͡ɕuban,naj˧˥pat˧˥t͡ɕu˧˥ban
ອ່ອນ,ɔːn,ɔːn˧
ອັບ,ap,ap˧˥
ໄປສູ່,pajsuː,pajsuː˧
ຫາລື,haːlɯː,haː˩˧lɯː˧˥
ເລົ່າ,lao,lao˧
ແບ່ງ,bɛːŋ,bɛːŋ˧
ໂຄ,kʰoː,kʰoː˧˥
ຫ້າມ,haːm,haːm˧˩
ຕົວແທນ,tuaːtʰɛːn,tuaːtʰɛːn˧˥
ລົງວັນທີ,loŋwantʰiː,loŋ˧˥wan˧˥tʰiː˧˥
ຊຽງ,siaːŋ,siaːŋ˧˥
ເມົາ,mao,mao˧˥
ຄົນໃນ,kʰonnaj,kʰon˧˥naj˧˥
ວີ,wiː,wiː˧˥
ປານ,paːn,paːn
ຂ້າມ,kʰaːm,kʰaːm˧˩
ດາວ,daːo,daːo
ບວກ,buaːk,buaːk˧˩
ມິນ,min,min˧˥
ນົມ,nom,nom˧˥
ໂມ,moː,moː˧˥
ມາດຕະຖານ,maːttatʰaːn,maːt˥˨ta˧˥tʰaːn˩˧
ດາວທຽມ,daːotʰiaːm,daːotʰiaːm˧˥
ວຽດນາມ,wiaːtnaːm,wiaːt˥˨naːm˧˥
ສືບ,sɯːp,sɯːp˧˩
ບໍ່ດີ,bɔːdiː,bɔː˧diː
ຝັ່ງ,faŋ,faŋ˧
ສະຖິຕິ,satʰiti,sa˧˥tʰi˧˥ti˧˥
ສົງຄາມ,soŋkʰaːm,soŋ˩˧kʰaːm˧˥
ຫລຸດ,lut,lut˧˥
ຄວາມຄິດ,kʰwaːmkʰit,kʰwaːm˧˥kʰit˧
ມິດ,mit,mit˧
ຍົນ,ɲon,ɲon˧˥
ພຽງພໍ,pʰiaːŋpʰɔː,pʰiaːŋ˧˥pʰɔː˧˥
ຊຸມ,sum,sum˧˥
ທານີ,tʰaːniː,tʰaː˧˥niː˧˥
ປຶ້ມ,pɯm,pɯm˥˨
ເສຖ,suaːt,suaːt˧˩
ສັ່ງ,saŋ,saŋ˧
ຊູ,suː,suː˧˥
ໂພນ,pʰoːn,pʰoːn˧˥
ປະສົມ,pasom,pa˧˥som˩˧
ດ່ານ,daːn,daːn˧
ລະວັງ,lawaŋ,la˧waŋ˧˥
ຊຽງຂວາງ,siaːŋkʰwaːŋ,siaːŋ˧˥kʰwaːŋ˩˧
ລະບອບ,labɔːp,la˧bɔːp˧˩
ດວງ,duaːŋ,duaːŋ
ຄຸນ,kʰun,kʰun˧˥
ປັນຍາ,panɲaː,panɲaː˧˥
ເປັນພຽງ...ນັ້ນເອງ,penpʰiaːŋ...naneːŋ,penpʰiaːŋ˧˥...nan˥˨eːŋ
ສົງ,soŋ,soŋ˩˧
ສູດ,suːt,suːt˧˩
ເຕັມ,tem,tem
ຕິດຕໍ່,tittɔ,tit˧˥tɔ˧
ມະຕິ,mati,ma˧ti˧˥
ໄປໄດ້,pajdaj,pajdaj˥˨
ກ້າວ,kaːo,kaːo˥˨
ຄວາມເຫັນ,kʰwaːmhen,kʰwaːm˧˥hen˩˧
ເອກ,eːk,eːk˧˩
ຮາ,haː,haː˧˥
ປະຕູ,patuː,pa˧˥tuː
ຕີນ,tiːn,tiːn
ບໍ່ເຫັນ,bɔːhen,bɔː˧hen˩˧
ຂະເຈົ້າ,kʰat͡ɕao,kʰa˧˥t͡ɕao˥˨
ມິ,mi,mi˧
ໄດ້ແກ່,dajkɛː,daj˥˨kɛː˧
ຫຍໍ້,ɲɔː,ɲɔː˧˩
ຊິງ,siŋ,siŋ˧˥
ຫູ,huː,huː˩˧
ເລັກ,lek,lek˧
ໂລດ,loːt,loːt˥˨
ຊ້ຳ,sam,sam
ຮ່າງ,haːŋ,haːŋ˧
ມາດຕາ,maːttaː,maːt˥˨taː
ທັມ,tʰam,tʰam˧˥
ແກ້,kɛː,kɛː˥˨
ກອບ,kɔːp,kɔːp˧˩
ອົດ,ot,ot˧˥
ແມ່ນ້ຳ,mɛːnam,mɛː˧nam˥˨
ໂຍງ,ɲoːŋ,ɲoːŋ˧˥
ບົນ,bon,bon
ຄ່ຳ,kʰam,kʰam˧
ພິດ,pʰit,pʰit˧
ຕະບອງ,tabɔːŋ,ta˧˥bɔːŋ
ເດີມ,dəːm,dəːm
ຮັບຮູ້,haphuː,hap˧huː˥˨
ປຸ່ມ,pum,pum˧
ຫນຸ່ມ,num,num˧
ຫນັກ,nak,nak˧˥
ລໍ,lɔː,lɔː˧˥
ການເປັນຢູ່,kaːnpenjuː,kaːnpenjuː˧
ຂາວ,kʰaːo,kʰaːo˩˧
ເມັດ,met,met˧
ທົດແທນ,tʰottʰɛːn,tʰot˧tʰɛːn˧˥
ວິດ,wit,wit˧
ຫມາກ,maːk,maːk˧˩
ງົວ,ŋuaː,ŋuaː˧˥
ສັ້ນ,san,san˧˩
ລິນ,lin,lin˧˥
ອັນດີ,andiː,andiː
ເກດ,keːt,keːt˧˩
ລ່າ,la,la˧
ຕູ້,tuː,tuː˥˨
ໄດ້ຍິນ,dajɲin,daj˥˨ɲin˧˥
ວິນາທີ,winaːtʰiː,wi˧naː˧˥tʰiː˧˥
ລັງ,laŋ,laŋ˧˥
ລ້ານຊ້າງ,laːŋsaːŋ,laːŋ˥˨saːŋ˥˨
ມະເຮັງ,maheŋ,ma˧heŋ˧˥
ຟ້າ,faː,faː˥˨
ຖັດ,tʰat,tʰat˧˥
ຮ້ອນ,hɔːn,hɔːn˥˨
ຍາມ,ɲaːm,ɲaːm˧˥
ຄາ,kʰaː,kʰaː˧˥
ຫລິ້ນ,lin,lin˧˩
ຊອກ,sɔːk,sɔːk˥˨
ໂຄສະນາ,kʰoːsanaː,kʰoː˧˥sa˧˥naː˧˥
ວິກິດ,wikit,wi˧kit˧˥
ບໍ່ດົນ,bɔːdon,bɔː˧don
ເກາະ,kɔ,kɔ˧˥
ແນວທາງ,nɛːwtʰaːŋ,nɛːw˧˥tʰaːŋ˧˥
ໄຮ່,haj,haj˧
ຢ້ານ,jaːn,jaːn˥˨
ຈິງ,t͡ɕiŋ,t͡ɕiŋ
ໄຕ,taj,taj
ຢັ້ງຢືນ,jaŋjɯːn,jaŋ˥˨jɯːn
ການຕ່າງປະເທດ,kaːntaːŋpatʰeːt,kaːntaːŋ˧pa˧˥tʰeːt˥˨
ອອກແບບ,ɔːkbɛːp,ɔːk˧˩bɛːp˧˩
ມາກ່ອນ,maːkɔːn,maː˧˥kɔːn˧
ຖ້ວມ,tʰuaːm,tʰuaːm˧˩
ຄວາມເຂົ້າໃຈ,kʰwaːmkʰaot͡ɕaj,kʰwaːm˧˥kʰao˧˩t͡ɕaj
ຜັນ,pʰan,pʰan˩˧
ຊ່ອງ,sɔːŋ,sɔːŋ˧
ລຸນ,lun,lun˧˥
ສົນທະນາ,sontʰanaː,son˩˧tʰa˧naː˧˥
ອົງສາ,oŋsaː,oŋsaː˩˧
ພຶສ,pʰuaːŋ,pʰuaːŋ˧
ຕານ,taːn,taːn
ເຂັ້ມແຂງ,kʰemkʰɛːŋ,kʰem˧˩kʰɛːŋ˩˧
ສະດວກ,saduaːk,sa˧˥duaːk˧˩
ເດ,deː,deː
ປັກກິ່ງ,pakkiŋ,pak˧˥kiŋ˧
ປະຢັດ,pajat,pa˧˥jat˧˥
ຄະດີ,kʰadiː,kʰa˧diː
ຄຳເວົ້າ,kʰamwao,kʰam˧˥wao˥˨
ສັນ,san,san˩˧
ບາງກອກ,baːŋkɔːk,baːŋkɔːk˧˩
ປະຕິ,pati,pa˧˥ti˧˥
ເຊົາ,sao,sao˧˥
ຟ້ອນ,fɔːn,fɔːn˥˨
ສະອາດ,saaːt,sa˧˥aːt˧˩
ນົກ,nok,nok˧
ວຽນ,wiaːn,wiaːn˧˥
ວາ,waː,waː˧˥
ໂຣກ,roːk,roːk˥˨
ຂາ,kʰaː,kʰaː˩˧
ການຄົ້ນຄວ້າ,kaːnkʰonkʰwaː,kaːnkʰon˥˨kʰwaː˥˨
ເຊົ້າ,sao,sao˥˨
ຕໍ່ຫນ້າ,tɔːnaː,tɔː˧naː˧˩
ພະລັງ,pʰalaŋ,pʰa˧laŋ˧˥
ລານ,laːn,laːn˧˥
ຄຳຖາມ,kʰamtʰaːm,kʰam˧˥tʰaːm˩˧
ຢູ່ບ້ານ,juːbaːn,juː˧baːn˥˨
ໂພ,pʰoː,pʰoː˧˥
ລະຄອນ,lakʰɔːn,la˧˥kʰɔːn˧˥
ອະວະກາດ,awakaːt,a˧˥wa˧kaːt˧˩
ທີ່ຮັກ,tʰiːhak,tʰiː˧hak˧
ມະນີ,maniː,ma˧niː˧˥
ລ່າງ,laːŋ,laːŋ˧
ກັມ,kam,kam
ເຕືອນ,tɯːə̯n,tɯːə̯n
ຊ້າ,saː,saː˥˨
ສະຖານີ,satʰaːniː,sa˧˥tʰaː˩˧niː˧˥
ຄົນຮັກ,kʰonhak,kʰon˧˥hak˧
ນີ້ແລ້ວ,niːlɛːw,niː˥˨lɛːw˥˨
ປຶກສາ,piksaː,pik˧˥saː˩˧
ທູດ,tʰuːt,tʰuːt˥˨
ການກິນ,kaːnkin,kaːnkin
ຈຳປາ,t͡ɕampaː,t͡ɕampaː
ຫມື່ນ,mɯːn,mɯːn˧
ທະວີບ,tʰawiːp,tʰa˧wiːp˧˥
ບັງຄັບ,baŋkʰap,baŋkʰap˧
ສົດ,sot,sot˧˥
ຂີ້,kʰiː,kʰiː˧˩
ຕຣາ,tapʰoːn,ta˧˥pʰoːn˧˥
ວິໄຈ,wit͡ɕaj,wi˧t͡ɕaj
ທັດສະນະ,tʰatsana,tʰat˧sa˧˥na˧
ໂຮງ,hoːŋ,hoːŋ˧˥
ປະຊຸມ,pasum,pa˧˥sum˧˥
ອັນໃດ,andaj,andaj
ກາເຟ,kaːfeː,kaːfeː˧˥
ກູ,kuː,kuː
ວ່ອງໄວ,wɔːŋwaj,wɔːŋ˧waj˧˥
ຜີ,pʰiː,pʰiː˩˧
ຄຳຕອບ,kʰamtɔːp,kʰam˧˥tɔːp˧˩
ປົກ,pok,pok˧˥
ໃນທີ່ສຸດ,najtʰiːsut,naj˧˥tʰiː˧sut˧˥
ຄວາມຈິງ,kʰwaːmt͡ɕiŋ,kʰwaːm˧˥t͡ɕiŋ
ຈັດສັນ,t͡ɕatsan,t͡ɕat˧˥san˩˧
ລຸ່ມ,lum,lum˧
ຂອບ,khɔːp,khɔːp˧˩
ພາລະ,pʰaːla,pʰaː˧˥la˧
ການປະກວດ,kaːnpakuaːt,kaːnpa˧˥kuaːt˧˩
ຫວານ,waːn,waːn˩˧
ລະບຸ,labu,la˧bu˧˥
ອັດ,at,at˧˥
ນ້ຳງື່ມ,namŋɯːm,nam˥˨ŋɯːm˧
ຮິ,hi,hi˧
ກຳເນີດ,kamnəːt,kamnəːt˥˨
ມະຫາຊົນ,mahaːson,ma˧haː˩˧son˧˥
ຊະ,sa,sa˧
ຕີລາຄາ,tiːlaːkʰaː,tiːlaː˧˥kʰaː˧˥
ເຫງົາ,ŋao,ŋao˩˧
ຂັບ,kʰap,kʰap
ສະໂມສອນ,samoːsɔːn,sa˧˥moː˧˥sɔːn˩˧
ເມກ,meːk,meːk˥˨
ຝາກ,faːk,faːk˧˩
ຝັນ,fan,fan˩˧
ຣົບ,rop,rop˧
ຄຸມ,kʰum,kʰum˧˥
ບໍ່ມັກ,bɔːmak,bɔː˧mak˧
ໄດ້ແລ້ວ,dajlɛːw,daj˥˨lɛːw˥˨
ສັງເກດ,saŋkeːt,saŋ˩˧keːt˧˩
ຕິດພັນ,titpʰan,tit˧˥pʰan˧˥
ສ້າງສາ,saːŋsaː,saːŋ˧˩saː˩˧
ກ້າ,kaː,kaː˥˨
ພະນົມ,pʰanom,pʰa˧nom˧˥
ຫົວຂໍ້,huaːkʰɔː,huaː˩˧kʰɔː˧˩
ແຮ່,hɛː,hɛː˧
ສ່ວນຕົວ,suaːntuaː,suaːn˧tuaː
ບຸບຜາ,buppʰaː,bup˧˥pʰaː˩˧
ຖານະ,tʰaːna,tʰaː˩˧na˧
ກຸນ,kun,kun
ພາຫະນະ,pʰaːhana,pʰaː˧˥ha˧˥na˧
ອ່າງ,aːŋ,aːŋ˧
ຖືພາ,tʰɯːpʰa,tʰɯː˩˧pʰa˧˥
ພັນທະ,pʰantʰa,pʰan˧˥tʰa˧
ມໍ,mɔː,mɔː˧˥
ທ່ຽວ,tʰiaːw,tʰiaːw˧
ຊານ,saːn,saːn˧˥
ຫມວດ,muaːt,muaːt˧˩
ຄວາມສະດວກ,kʰwaːmsaduaːk,kʰwaːm˧˥sa˧˥duaːk˧˩
ໂຊ,soː,soː˧˥
ຖ້ຽວ,tʰiaːw,tʰiaːw˧˩
ມັດສະ,matsa,mat˧sa˧˥
ໄຂ່,kʰaj,kʰaj˧
ປະຕິເສດ,patiseːt,pa˧˥ti˧˥seːt˧˩
ຣັສ,rɯːə̯ŋ,rɯːə̯ŋ˧
ເຢັນ,jen,jen
ແປງ,pɛːŋ,pɛːŋ
ເບີ,bəː,bəː
ເດດ,dɛːt,dɛːt˧˩
ສັນຍານ,sanɲaːn,san˩˧ɲaːn˧˥
ປັດໄຈ,patt͡ɕaj,pat˧˥t͡ɕaj
ເຈົ້າແຂວງ,t͡ɕaokʰwɛːŋ,t͡ɕao˥˨kʰwɛːŋ˩˧
ອະນຸມັດ,anumat,a˧˥nu˧mat˧
ມະຫາສານ,mahaːsaːn,ma˧haː˩˧saːn˩˧
ຫົງ,hoŋ,hoŋ˩˧
ມີເງິນ,miːŋən,miː˧˥ŋən˧˥
ອະນາໄມ,anaːmaj,a˧˥naː˧˥maj˧˥
ນິດ,nit,nit˧
ຄ້ອງ,kʰɔːŋ,kʰɔːŋ˥˨
ກິ,ki,ki˧˥
ບັນຊີ,bansiː,bansiː˧˥
ຄຶດ,kʰɯt,kʰɯt˧
ກີ,kiː,kiː
ເທບ,tʰeːp,tʰeːp˥˨
ຄົນມີ,kʰonmiː,kʰon˧˥miː˧˥
ຂວາງ,kʰwaːŋ,kʰwaːŋ˩˧
ຊີ້ນ,siːn,siːn˥˨
ສາມີ,saːmiː,saː˩˧miː˧˥
ຕົງ,toŋ,toŋ
ແປກ,pɛːk,pɛːk˧˩
ນັດ,nat,nat˧
ຜະ,pʰa,pʰa˧˥
ທ່າວ,tʰaːo,tʰaːo˧
ຕຳແຫນ່ງ,tamnɛːŋ,tamnɛːŋ˧
ບອດ,bɔːt,bɔːt˧˩
ພີ,pʰuː,pʰuː˧˥
ຊ້ອນ,sɔːn,sɔːn˥˨
ຄ້າງ,kʰaːŋ,kʰaːŋ˥˨
ຄົນງານ,kʰonŋaːn,kʰon˧˥ŋaːn˧˥
ໂຮມ,hoːm,hoːm˧˥
ການເຂົ້າຮ່ວມ,kaːnkʰaohuaːm,kaːnkʰao˧˩huaːm˧
ແຂ້ວ,kʰɛːw,kʰɛːw˧˩
ມີຊື່ສຽງ,misɯːsiaːŋ,mi˧˥sɯː˧siaːŋ˩˧
ຊ່າງ,saːŋ,saːŋ˧
ຄວາມປອດໄພ,kʰwaːmpɔːtpʰaj,kʰwaːm˧˥pɔːt˧˩pʰaj˧˥
ຈານ,t͡ɕaːn,t͡ɕaːn
ເຈື່ອນ,t͡ɕɯːə̯n,t͡ɕɯːə̯n˧
ຈົດ,t͡ɕot,t͡ɕot˧˥
ແຫ້ງ,hɛːŋ,hɛːŋ˧˩
ໄລ່,laj,laj˧
ຜລິດ,pʰalit,pʰa˧˥lit˧˥
ສະສົມ,sasom,sa˧˥som˩˧
ຄຳສັ່ງ,kʰamsaŋ,kʰam˧˥saŋ˧
ເຝິກ,fɛːk,fɛːk˧˩
ທົ່ງ,tʰoŋ,tʰoŋ˧
ປະກັນ,pakan,pa˧˥kan
ໂອນ,oːn,oːn
ປົວ,puaː,puaː
